N	3gram	Ircho_Kome_1	Psycholo
1	в том что	9	17
2	для того чтобы	1	13
3	и т п	5	8
4	на то что	2	6
5	то же самое	2	6
6	до сих пор	2	5
7	в этом отношении	3	5
8	о том что	3	4
9	сам по себе	1	4
10	так же как	1	4
11	можно было бы	1	4
12	тем не менее	1	4
13	в данном случае	1	4
14	в конце концов	4	3
15	в отношении к	1	3
16	в то время	5	3
17	том что он	4	3
18	что все это	1	2
19	подобно тому как	1	2
20	в этой области	1	2
21	том что в	1	2
22	представление о том	1	2
23	как и в	2	2
24	и в том	1	2
25	с другой стороны	5	2
26	к тому что	1	2
27	что он не	1	2
28	этой точки зрения	1	2
29	и тем что	2	2
30	и т д	4	2
31	таким образом в	2	2
32	в то же	4	2
33	то же время	4	2
34	бы то ни	2	2
35	то время как	4	2
36	каждый из них	2	2
37	состоит в том	1	2
38	во всяком случае	2	2
39	и таким образом	2	2
40	в чем же	1	1
41	с одной стороны	3	1
42	и тот же	1	1
43	при этом что	2	1
44	до самого конца	2	1
45	так главным образом	1	1
46	чтобы убедиться в	1	1
47	с самого начала	1	1
48	до наших дней	1	1
49	жизнь и ее	1	1
50	не в состоянии	2	1
51	в одном случае	1	1
52	говорит он но	1	1
53	и подобно тому	1	1
54	мы не найдем	1	1
55	могут быть отнесены	1	1
56	именно потому что	2	1
57	с этой точки	1	1
58	в его творчестве	1	1
59	то ни было	2	1
60	а между тем	1	1
61	в отличие от	1	1
62	в другом случае	1	1
63	именно в этой	1	1
64	бросается в глаза	1	1
65	может и не	1	1
66	так как он	1	1
67	едва ли не	3	1
68	же как и	1	1
69	он может быть	1	1
70	совершенно очевидно что	1	1
71	в зависимости от	1	1
72	и даже не	1	1
73	не что иное	1	1
74	но он не	1	1
75	более или менее	1	1
76	как будто бы	1	1
77	к одному и	1	1
78	т п в	1	1
79	что иное как	1	1
80	на основании этого	1	1
81	на такой же	1	1
82	может быть даже	2	1
83	вместе с тем	1	1
84	но при этом	1	1
85	и каждый из	1	1
86	по аналогии с	1	1
87	но и в	2	1
88	в высшей степени	1	1
89	друг от друга	1	1
90	на то чтобы	1	1
91	после того как	3	1
92	что же касается	1	1
93	которые могут быть	1	1
94	не один раз	1	1
95	произведениях и таким	1	1
96	в трех стихах	1	1
