N	3gram	Voloshinov_1	FransuaR
1	до сих пор	3	8
2	в большинстве случаев	3	6
3	в том что	1	6
4	сих пор еще	1	4
5	таким образом и	1	3
6	в связи с	1	3
7	о том что	2	2
8	бы то ни	1	2
9	с одной стороны	1	2
10	можно сказать что	3	2
11	для того чтобы	1	2
12	в основе их	1	2
13	в нем и	1	2
14	в некоторых отношениях	1	2
15	в данном случае	1	2
16	во всех областях	1	2
17	с точки зрения	6	2
18	дело в том	1	2
19	не может быть	3	2
20	подобно тому как	1	1
21	мы не можем	1	1
22	оно ни было	1	1
23	с самого начала	4	1
24	в этом смысле	3	1
25	касается не только	1	1
26	так и в	1	1
27	так как его	1	1
28	и борьба с	1	1
29	по сравнению с	3	1
30	и в эпоху	1	1
31	роль в развитии	1	1
32	это касается не	1	1
33	а с другой	1	1
34	таким образом к	1	1
35	мы полагаем что	3	1
36	бы оно ни	1	1
37	то ни было	1	1
38	говорили что на	1	1
39	он не был	1	1
40	и в этом	2	1
41	но мы уже	1	1
42	связанные с ним	1	1
43	и прежде всего	1	1
44	как один из	1	1
45	то же самое	1	1
46	можно было бы	1	1
47	и др и	1	1
48	на самом деле	4	1
49	чтобы войти в	1	1
50	как мы знаем	1	1
51	как мы сказали	1	1
52	той или иной	1	1
53	на вопрос о	1	1
54	в самом деле	2	1
55	друг с другом	1	1
56	в свое время	1	1
57	один из моментов	1	1
58	в этом отношении	1	1
59	нужно отметить что	1	1
60	социальные и политические	1	1
61	вместе с тем	1	1
62	до мельчайших подробностей	1	1
63	этом легко убедиться	1	1
