N	3gram	Nazirov_Tr_1	Myshleni
1	в этом случае	1	14
2	в том что	2	13
3	не только не	1	9
4	с самого начала	1	7
5	по сравнению с	1	7
6	к тому что	1	6
7	в данном случае	2	5
8	о том что	2	4
9	на всем протяжении	1	4
10	в самом деле	1	4
11	не может быть	1	4
12	как и в	1	3
13	и то что	1	3
14	связаны между собой	1	3
15	смысле этого слова	1	3
16	тем не менее	1	3
17	имеет в виду	1	3
18	точно так же	2	2
19	в той же	1	2
20	в отличие от	2	2
21	и вместе с	1	2
22	том что он	1	2
23	в высшей степени	1	1
24	что все это	1	1
25	гораздо больше в	1	1
26	сам по себе	1	1
27	так и в	3	1
28	в то же	5	1
29	это и есть	1	1
30	и должно быть	1	1
31	во всем его	1	1
32	приобретает символическое значение	1	1
33	и в этом	1	1
34	в конце концов	1	1
35	начала и до	1	1
36	по нашему мнению	1	1
37	линии не только	1	1
38	что он не	1	1
39	и не может	1	1
40	объясняется и то	1	1
41	с другим в	1	1
42	в обоих случаях	1	1
43	вместо того чтобы	1	1
44	она все же	1	1
45	может быть не	1	1
46	и до конца	1	1
47	не могут быть	1	1
48	на вопрос о	1	1
49	в этом мы	1	1
50	после того как	1	1
51	но все же	2	1
52	не может жить	1	1
53	может быть понят	1	1
54	но при этом	1	1
55	не только о	1	1
56	понятно что в	1	1
57	я не хочу	1	1
58	этим объясняется и	1	1
59	друг друга и	1	1
60	в этом состоит	1	1
61	во всяком случае	1	1
62	не только к	1	1
