N	4gram	Vinokur_Ku_1	Myslijsy
1	одного и того же	2	6
2	по мере того как	3	4
3	но во всяком случае	1	3
4	в то же время	2	2
5	одно и то же	1	2
6	не для того чтобы	1	1
7	смысле этого слова и	1	1
8	в том что оно	2	1
9	и т д и	2	1
10	в том смысле что	1	1
11	то что они значат	1	1
12	в применении к языку	1	1
13	той мере в какой	5	1
14	в свою очередь есть	1	1
15	в том что он	3	1
16	на более или менее	1	1
17	что же касается до	1	1
18	состоит в том что	3	1
19	и во многих других	1	1
20	значат то что они	1	1
21	не в том что	1	1
22	лишь в той мере	1	1
23	в том случае если	1	1
24	в той мере в	5	1
