N	3gram	Bakhtin_KF_1	Myshleni
1	в том что	2	19
2	по отношению к	22	10
3	с точки зрения	9	10
4	для того чтобы	1	8
5	к тому что	1	7
6	то же самое	1	6
7	в зависимости от	1	5
8	и тем самым	1	5
9	и того же	1	4
10	на то что	1	4
11	одного и того	1	4
12	в первом случае	1	3
13	в том же	1	2
14	в этом смысле	3	2
15	когда мы говорим	1	2
16	том что мы	1	2
17	отношение к предмету	1	2
18	а только в	1	2
19	и то что	1	2
20	в том смысле	1	2
21	вместо того чтобы	1	2
22	независимо от того	1	2
23	вместе с тем	1	2
24	если бы оно	1	2
25	несмотря на то	1	2
26	не может быть	11	2
27	было бы для	1	1
28	мы не можем	1	1
29	это не имеет	1	1
30	и тот же	1	1
31	не потому что	1	1
32	и именно в	1	1
33	тогда когда оно	1	1
34	этом смысле можно	1	1
35	и в своей	2	1
36	во второй половине	1	1
37	только тогда когда	1	1
38	возможно там где	1	1
39	может быть в	3	1
40	в одном случае	1	1
41	отношению к таким	1	1
42	и во всех	1	1
43	было бы совершенно	1	1
44	но все это	1	1
45	и в этом	3	1
46	мы не имеем	1	1
47	она исходит из	1	1
48	до конца и	1	1
49	по самому своему	1	1
50	не содержит в	1	1
51	раз и навсегда	2	1
52	потому что в	1	1
53	одновременно и в	1	1
54	в другом случае	1	1
55	ни на один	1	1
56	но не в	1	1
57	что и в	1	1
58	не совпадает с	1	1
59	и включает в	1	1
60	и входит в	1	1
61	во всех остальных	1	1
62	же самое что	1	1
63	заключать в себе	1	1
64	на самом деле	3	1
65	но в этом	1	1
66	понятий и тем	1	1
67	в котором он	3	1
68	не имеет места	1	1
69	он не может	1	1
70	но отнюдь не	1	1
71	не значит что	1	1
72	и должен быть	1	1
73	включает в себя	2	1
74	один и тот	1	1
75	в настоящее время	1	1
76	той или иной	2	1
77	вопрос о том	2	1
78	зависит от того	1	1
79	не может иметь	1	1
80	не может стать	1	1
81	и по отношению	1	1
82	смысле этого слова	1	1
83	и как бы	1	1
84	по своей структуре	1	1
85	нет и не	1	1
86	только в том	1	1
87	может быть понято	1	1
88	в лучшем случае	1	1
89	как бы он	1	1
90	случае мы имеем	1	1
91	там где есть	1	1
92	не может не	1	1
93	за собой и	1	1
94	и все же	1	1
95	бы он ни	2	1
96	то что я	2	1
97	конца и своего	1	1
98	тем не менее	2	1
99	это не значит	1	1
100	а не как	1	1
101	в свою очередь	1	1
