N	3gram	Nazirov_Tv_1	Vladivir
1	в том что	6	10
2	тем не менее	2	9
3	о том что	5	8
4	это значит что	1	6
5	там же с	2	6
6	вместе с тем	1	6
7	в конце концов	1	5
8	к тому же	1	5
9	дело в том	3	5
10	что же касается	1	5
11	точно так же	2	4
12	у него в	1	4
13	с одной стороны	1	3
14	том что в	2	3
15	в то же	13	3
16	бы то ни	1	3
17	хотя бы и	1	3
18	в году в	2	3
19	в настоящее время	1	3
20	то что в	1	3
21	в отличие от	1	3
22	на первом плане	2	3
23	то есть о	1	2
24	и в то	2	2
25	с другой стороны	1	2
26	к тому что	1	2
27	бросается в глаза	1	2
28	о свободе воли	2	2
29	на самом же	1	2
30	в согласии с	1	2
31	в связи с	1	2
32	то же время	12	2
33	самом же деле	1	2
34	в данном случае	2	2
35	заключается в том	1	1
36	и далеко не	1	1
37	с самого начала	3	1
38	в том же	1	1
39	у него и	1	1
40	уж никак не	1	1
41	в этой области	1	1
42	на наш взгляд	1	1
43	бы он ни	1	1
44	это вовсе не	1	1
45	в бытность свою	1	1
46	это есть отношение	1	1
47	в первую очередь	1	1
48	все та же	1	1
49	он говорит о	1	1
50	что в душе	1	1
51	в один ряд	1	1
52	как и его	1	1
53	не мог не	1	1
54	он принадлежит к	1	1
55	то ни было	1	1
56	правды и добра	1	1
57	такой же как	1	1
58	то же самое	1	1
59	то к чему	1	1
60	же самое время	1	1
61	от апреля года	1	1
62	важную роль в	1	1
63	для всего мира	1	1
64	чем отличается от	1	1
65	не что иное	1	1
66	и тем не	1	1
67	мало чем отличается	1	1
68	не только в	2	1
69	он в сущности	1	1
70	что он как	1	1
71	мы находим у	1	1
72	остался у него	1	1
73	один ряд с	1	1
74	только то что	1	1
75	же именно в	1	1
76	у него не	1	1
77	что иное как	1	1
78	т ii ч	1	1
79	он идет к	1	1
80	не имеют для	1	1
81	все это у	1	1
82	в известном смысле	1	1
83	а вместе с	1	1
84	и что в	1	1
85	не может не	1	1
86	бытие в котором	1	1
87	имел в виду	1	1
88	не был бы	1	1
89	без специальных оговорок	1	1
90	за два года	1	1
91	у него была	1	1
92	до сих пор	1	1
93	то и другое	1	1
