1	и т п	2	33
2	не может быть	7	15
3	в отличие от	1	12
4	в этом случае	2	6
5	той или иной	1	5
6	с одной стороны	6	5
7	в том что	5	4
8	в то же	9	4
9	то же время	9	4
10	по отношению к	3	4
11	одной стороны и	1	3
12	себя в них	1	3
13	с точки зрения	3	3
14	в этом отношении	3	3
15	и в сущности	1	2
16	не могут быть	1	2
17	своего и чужого	1	2
18	и наконец в	1	2
19	у него нет	1	2
20	в свою очередь	1	2
21	не только и	1	2
22	для того чтобы	1	2
23	в том числе	2	1
24	в нашем случае	1	1
25	и в пределах	1	1
26	обстоит дело и	1	1
27	человека в этом	1	1
28	все то что	1	1
29	во всех этих	1	1
30	так и от	1	1
31	в области поэтики	1	1
32	т п это	1	1
33	что он не	1	1
34	тем не менее	2	1
35	и не столько	1	1
36	и в то	1	1
37	как мы видели	1	1
38	том что в	1	1
39	не менее чем	1	1
40	и не может	1	1
41	а во второй	1	1
42	такого героя и	1	1
43	а не с	1	1
44	жизни и в	1	1
45	речь идет о	3	1
46	том числе и	1	1
47	с другой стороны	4	1
48	не только как	1	1
49	это и не	1	1
50	только и не	1	1
51	вместе с ним	1	1
52	что не может	1	1
53	а в том	1	1
54	даже и не	1	1
55	в соединении с	1	1
56	в частности в	1	1
57	в последнем случае	1	1
58	мы не можем	1	1
59	о том что	2	1
60	для этого необходимо	1	1
61	тех или иных	1	1
62	не только не	1	1
63	в пределах самого	1	1
64	в целом ряде	1	1
65	и притом в	1	1
