N	4gram	Vinokur_Ku_3	Myshleni
1	с этой точки зрения	1	4
2	заключается в том что	1	4
3	один и тот же	2	3
4	одного и того же	2	3
5	в той мере в	1	3
6	той мере в какой	1	2
7	то же самое что	1	2
8	уже по одному тому	1	1
9	и вместе с тем	1	1
10	по одному тому что	1	1
11	в собственном смысле слова	1	1
12	не то что он	1	1
13	в том смысле что	1	1
14	одной и той же	1	1
15	что он в своем	1	1
16	письменной речи в письменной	1	1
17	а с другой стороны	1	1
18	в тех случаях когда	1	1
19	но в той мере	1	1
20	по отношению к синтаксису	1	1
21	что для того чтобы	1	1
