N	3gram	Propp_Isto_2	Vladivir
1	о том что	2	7
2	в том что	5	7
3	то что он	1	5
4	на то что	2	4
5	том что в	1	3
6	мы увидим ниже	4	3
7	с другой стороны	2	3
8	что он не	4	3
9	не может быть	2	3
10	к этому времени	1	2
11	главным образом в	1	2
12	в связи со	1	2
13	не только в	4	2
14	этому времени уже	1	2
15	что у него	1	2
16	мы знаем что	10	2
17	как мы увидим	1	2
18	том что он	1	2
19	в возрасте лет	1	2
20	тем не менее	1	2
21	ответ на это	1	2
22	к тому же	2	2
23	и т д	18	2
24	с одной стороны	3	1
25	это и есть	1	1
26	ты видишь что	1	1
27	в таких случаях	2	1
28	так или иначе	1	1
29	одной и той	1	1
30	из них не	1	1
31	хотя бы на	1	1
32	не столько с	1	1
33	да и то	1	1
34	в это время	1	1
35	об этом не	1	1
36	объясняется то что	1	1
37	по этому поводу	1	1
38	дело не в	2	1
39	указать на то	1	1
40	он увидел что	1	1
41	по существу то	1	1
42	с тем что	3	1
43	и то же	1	1
44	не только у	1	1
45	в то что	1	1
46	за то что	1	1
47	он был не	1	1
48	не только не	1	1
49	мы не будем	2	1
50	не в этом	1	1
51	и ничего не	2	1
52	и когда он	1	1
53	не что иное	2	1
54	и той же	1	1
55	не соответствует его	1	1
56	что он был	1	1
57	уже видели что	2	1
58	к ней с	1	1
59	в связи с	4	1
60	образом в связи	1	1
61	и вместе с	2	1
62	смысле этого слова	1	1
63	вместе с тем	5	1
64	есть не что	1	1
65	после своего возвращения	1	1
66	на одной и	1	1
67	но это не	1	1
68	что иное как	2	1
69	так как в	2	1
70	мы уже знаем	3	1
71	то мы можем	1	1
72	на другой день	1	1
73	и что они	2	1
74	мы уже видели	3	1
75	эта сторона дела	1	1
