N	4gram	Tiupa_Hudo_1	Myshleni
1	заключается в том что	1	4
2	с этой точки зрения	1	4
3	одно и то же	3	3
4	состоит в том что	4	3
5	в том что она	1	2
6	приводит к тому что	2	2
7	той мере в какой	1	2
8	точно так же как	1	2
9	речи для себя и	1	2
10	в той мере в	1	2
11	в том что он	1	2
12	в том числе и	1	1
13	во всей своей полноте	1	1
14	не содержит в себе	1	1
15	не что иное как	1	1
16	отличием внутренней речи от	1	1
17	внутренней речи от внешней	1	1
18	состоит как раз в	1	1
19	природу каждой из них	1	1
20	том что он не	1	1
21	одном и том же	1	1
22	есть не что иное	1	1
