N	4gram	Losev_Vlad_3	Problema
1	то же самое время	1	4
2	в то же самое	1	4
3	не что иное как	1	4
4	на самом же деле	2	4
5	также и то что	2	4
6	в то время как	2	4
7	одно и то же	1	3
8	не имеет ничего общего	2	3
9	бы то ни было	1	3
10	и тем не менее	1	3
11	не имеют никакого отношения	1	2
12	то это значит что	4	2
13	в том что вся	1	2
14	заключается в том что	1	2
15	имеют никакого отношения к	1	2
16	дело в том что	4	2
17	мы должны сказать что	1	2
18	взятое само по себе	1	2
19	в том что и	1	1
20	но все дело в	1	1
21	и в таком случае	1	1
22	в том и заключается	1	1
23	как мы видели выше	2	1
24	ничего общего ни с	1	1
25	на этот раз уже	1	1
26	же в конце концов	1	1
27	имеет ничего общего с	2	1
28	том и заключается что	1	1
29	говорит не просто о	1	1
30	не имеющих никакого отношения	1	1
31	может быть и не	1	1
32	не имеет никакого отношения	1	1
33	с начала до конца	1	1
34	все дело в том	1	1
35	точно так же и	1	1
36	а то что является	1	1
37	если иметь в виду	1	1
38	с этой точки зрения	1	1
39	во что бы то	2	1
40	дело в том и	1	1
41	по существу же между	1	1
42	что все такого рода	1	1
43	они мало чем отличаются	1	1
44	само собой разумеется что	1	1
45	еще и потому что	2	1
46	бы то ни стало	2	1
47	в том что он	1	1
48	что бы то ни	2	1
49	и то и другое	1	1
50	мы видели выше есть	1	1
51	так же как и	1	1
52	имеет никакого отношения к	1	1
53	в настоящем пункте нашего	1	1
54	тоже никуда не годится	1	1
55	говорим о том что	1	1
56	не говорим о том	1	1
57	то более то менее	1	1
