N	3gram	Tiupa_Narr_2	Istorich
1	до сих пор	1	6
2	точно так же	2	6
3	в том что	8	5
4	так же как	2	4
5	не только в	6	4
6	в связи с	1	4
7	подобно тому как	2	3
8	с одной стороны	5	3
9	по отношению к	5	3
10	можно было бы	1	3
11	о том что	4	2
12	на самом деле	2	2
13	что это за	1	2
14	но они не	1	2
15	не может быть	2	2
16	вместо того чтобы	1	2
17	не что иное	1	2
18	что иное как	1	2
19	но и в	2	2
20	иметь в виду	1	2
21	к тому же	4	2
22	хотя оно и	1	1
23	так или иначе	1	1
24	это свидетельствует о	1	1
25	есть на самом	1	1
26	в силу своей	1	1
27	и для нас	1	1
28	он имеет право	1	1
29	дело не только	1	1
30	и здесь мы	1	1
31	видит в нем	1	1
32	не только не	2	1
33	при всей своей	2	1
34	тем что они	1	1
35	жизнью и смертью	1	1
36	мы узнаем что	2	1
37	есть не что	1	1
38	это делает и	1	1
39	в обоих случаях	1	1
40	том как он	1	1
41	в отличие от	5	1
42	и когда он	1	1
43	по его мнению	1	1
44	то что было	1	1
45	а в умении	1	1
46	является не только	1	1
47	и не должен	1	1
48	что у него	1	1
49	и она уходит	1	1
50	в то что	1	1
51	в зависимости от	1	1
52	при встрече с	3	1
53	и в другом	1	1
54	на другой день	1	1
55	то что он	1	1
56	тем не менее	4	1
57	с этой стороны	1	1
