N	4gram	Propp_Isto_5	RusskieA
1	состоит в том что	1	13
2	все это показывает что	1	3
3	мы не будем здесь	2	2
4	так же как и	2	2
5	но вместе с тем	3	2
6	это делается для того	1	1
7	чем речь будет ниже	1	1
8	в свете приведенных материалов	1	1
9	выше мы указывали что	1	1
10	сюда же можно отнести	1	1
11	мы видели что в	1	1
12	представлений о том что	1	1
13	и т д с	1	1
14	во всех этих случаях	1	1
15	это не совсем ясно	1	1
16	выше мы видели что	1	1
17	о чем речь будет	1	1
18	в то время как	1	1
19	делается для того чтобы	1	1
