N	4gram	Vygotskiy__1	StatiiOP
1	в то время как	4	4
2	в то же время	1	3
3	заключается в том что	4	2
4	все более и более	2	2
5	с этой точки зрения	1	1
6	том виде в каком	1	1
7	а с другой стороны	2	1
8	в собственном смысле этого	3	1
9	в одной и той	1	1
10	мышления с другой стороны	1	1
11	в том что этот	1	1
12	состоит в том чтобы	1	1
13	приводит к тому что	1	1
14	о том что он	1	1
15	в том виде в	1	1
16	одной и той же	2	1
17	то время как в	2	1
18	для того чтобы стать	1	1
19	до самого последнего времени	1	1
