N	4gram	Vygotskiy__1	Analitik
1	не что иное как	1	4
2	состоит в том что	1	3
3	не в том чтобы	2	3
4	в том или ином	1	2
5	одного и того же	1	2
6	ни в коем случае	1	2
7	в коем случае не	1	2
8	той мере в какой	1	2
9	в той мере в	1	2
10	в том числе и	1	1
11	в том и состоит	2	1
12	но это отнюдь не	1	1
13	только тогда когда оно	1	1
14	тех или иных элементов	1	1
15	с этой точки зрения	4	1
16	хотел сказать своим произведением	1	1
17	до тех пор пока	1	1
18	но в таком случае	1	1
19	одно и то же	1	1
20	не может быть сведена	2	1
21	в собственном смысле слова	2	1
22	один и тот же	1	1
23	одной и той же	3	1
24	о том что искусство	1	1
25	том и состоит что	1	1
26	в такой же мере	1	1
27	в том случае если	1	1
28	одни и те же	1	1
29	что в произведении искусства	1	1
30	может быть сведена к	2	1
