N	3gram	Medvedev_F_1	Istorich
1	с другой стороны	1	8
2	и т д	8	8
3	с одной стороны	4	7
4	в том что	1	5
5	до сих пор	6	4
6	не может быть	5	3
7	вместе с тем	1	3
8	в данном случае	1	3
9	т е в	1	2
10	что и в	1	2
11	по отношению к	4	2
12	не могло быть	1	2
13	уже знаем что	1	2
14	но все же	1	2
15	как мы видели	2	2
16	мы уже знаем	1	2
17	но и в	1	2
18	во всяком случае	4	2
19	так или иначе	1	1
20	из этого вытекает	1	1
21	и тем самым	1	1
22	тот или другой	1	1
23	так же как	1	1
24	так и в	4	1
25	это значит что	1	1
26	в том числе	1	1
27	эти два вида	1	1
28	а также и	1	1
29	в своей работе	2	1
30	и в том	1	1
31	от того что	1	1
32	что связано с	1	1
33	что между ними	1	1
34	социальной жизни и	2	1
35	в частности вопрос	1	1
36	еще далеко не	1	1
37	как один из	1	1
38	в более или	1	1
39	между этими двумя	1	1
40	есть еще одна	1	1
41	это то что	1	1
42	но вместе с	1	1
43	в его движении	1	1
44	таким образом оказывается	1	1
45	в связи со	2	1
46	не менее в	1	1
47	более или менее	6	1
48	тем не менее	1	1
49	одной стороны и	4	1
50	с этой точки	1	1
51	смысле этого слова	3	1
52	и не может	2	1
53	со всех сторон	1	1
54	в зависимости от	2	1
55	же как и	1	1
56	по аналогии с	3	1
57	образом не только	1	1
58	том числе и	1	1
59	с этой стороны	1	1
60	с ним на	1	1
61	к тому чтобы	1	1
62	этой точки зрения	1	1
