N	4gram	Losev_Dial_4	KulturaY
1	и тем не менее	1	3
2	не говоря уже о	3	2
3	не в том что	4	2
4	лишь в том случае	1	2
5	уже о том что	1	1
6	в то же время	6	1
7	есть прежде всего некое	1	1
8	одних и тех же	2	1
9	и т д и	3	1
10	одной и той же	3	1
11	по себе ничего не	1	1
12	ровно ничего не дает	1	1
13	с этой точки зрения	2	1
14	можно только тогда когда	1	1
15	и т д но	1	1
16	заключается вовсе не в	1	1
17	мы должны сказать что	1	1
18	только для того чтобы	1	1
19	д и т д	2	1
20	и в то же	2	1
21	ни в коем случае	2	1
22	и не может быть	1	1
23	с точки зрения чисто	1	1
24	вовсе не в том	2	1
25	говоря уже о том	1	1
26	а то обстоятельство что	1	1
27	если это так то	1	1
28	т д и т	2	1
