N	3gram	Propp_Isto_6	FransuaR
1	мы уже говорили	1	5
2	подобно тому как	1	3
3	в том числе	1	3
4	с другой стороны	8	3
5	для того чтобы	1	3
6	таким образом и	2	3
7	таким образом в	1	3
8	более или менее	1	3
9	но и в	2	3
10	о том что	4	2
11	с одной стороны	7	2
12	как мы видели	2	2
13	в то время	3	2
14	не только в	4	2
15	мы видели как	2	2
16	том числе и	1	2
17	другой стороны эта	1	1
18	так и в	1	1
19	перед нами как	2	1
20	а с другой	1	1
21	а также и	1	1
22	мы видели что	3	1
23	можно сказать что	1	1
24	не только формы	1	1
25	до сих пор	4	1
26	на первый план	2	1
27	что и в	2	1
28	смысле этого слова	1	1
29	никогда не видел	1	1
30	но мы уже	2	1
31	в одной из	1	1
32	но он же	1	1
33	в том что	5	1
34	в мифе о	4	1
35	и не может	1	1
36	и то же	1	1
37	на первый взгляд	1	1
38	и то что	1	1
39	одно и то	1	1
40	правда в очень	1	1
41	лицом к лицу	1	1
42	мы видели и	1	1
43	одной стороны и	1	1
44	жизнью и смертью	1	1
45	уже знаем что	2	1
46	со всех сторон	1	1
47	сказать что такие	1	1
48	особенно тех которые	1	1
49	при этом он	1	1
50	все же не	1	1
51	соответствии с этим	1	1
52	но это не	1	1
53	то время как	3	1
54	мы уже знаем	2	1
55	это не значит	1	1
56	в данном случае	3	1
57	не может быть	3	1
