N	3gram	Tiupa_Hudo_2	Istorich
1	и т д	2	24
2	так же как	2	12
3	мы знаем что	1	7
4	и то что	1	5
5	точно так же	1	5
6	до сих пор	2	5
7	с другой стороны	1	4
8	но все же	1	4
9	же как и	1	4
10	не может быть	3	4
11	в этом случае	1	3
12	в данном случае	2	3
13	о том что	7	2
14	тем что он	1	2
15	не только в	2	2
16	с того что	1	2
17	содержит в себе	1	2
18	то же самое	2	2
19	после того как	1	2
20	тем не менее	3	2
21	подобно тому как	4	1
22	все те же	2	1
23	тогда как в	2	1
24	что и в	1	1
25	и не случайно	1	1
26	и откуда они	1	1
27	в этой связи	2	1
28	в том числе	1	1
29	о том как	2	1
30	дело не только	2	1
31	с этого момента	1	1
32	то что она	1	1
33	к тому что	4	1
34	это все те	1	1
35	как и в	3	1
36	можно сказать что	1	1
37	у него по	1	1
38	нельзя сказать что	1	1
39	это своего рода	1	1
40	что он не	1	1
41	он уже не	1	1
42	в то время	1	1
43	берет на себя	1	1
44	и в других	1	1
45	не могло быть	1	1
46	но это только	1	1
47	как будто бы	2	1
48	в приложении к	1	1
49	чтобы ответить на	1	1
50	же самое что	2	1
51	на том что	1	1
52	к такого рода	1	1
53	то время как	1	1
54	о том чтобы	1	1
55	и деревья и	1	1
