N	4gram	Vygotskiy__5	Myslijsy
1	одно и то же	3	5
2	что в то время	1	3
3	одним и тем же	3	3
4	в том что оно	1	2
5	в том что он	1	2
6	одной и той же	2	2
7	с одной стороны и	1	1
8	в очень редких случаях	1	1
9	на то что оно	1	1
10	заключается в том что	4	1
11	вместе с тем мы	1	1
12	только до тех пор	1	1
13	в том смысле в	1	1
14	в силу того что	1	1
15	в то время как	1	1
16	и в самом деле	1	1
17	относится к содержанию как	1	1
18	но вместе с тем	1	1
19	сводится к тому что	2	1
20	в том что ее	1	1
21	потому что мы видим	1	1
22	один и тот же	1	1
23	только в очень редких	1	1
