N	4gram	Vygotskiy__1	Myslijsy
1	одно и то же	1	5
2	не в том что	1	3
3	одним и тем же	1	3
4	и в произведении искусства	1	2
5	не заключает в себе	1	2
6	а в том как	1	2
7	одной и той же	3	2
8	и с личной точки	1	1
9	молока который был у	1	1
10	и веков могут сохранять	1	1
11	об отношении разных слоев	1	1
12	с одной стороны и	1	1
13	понимание но очевидно что	1	1
14	статуя внешняя форма женщины	1	1
15	понятию вместо содержание художественного	1	1
16	незамысловатом рассказе как бедняк	1	1
17	в том чтобы показать	3	1
18	почему создания темных людей	1	1
19	боже друге каже не	1	1
20	незаслуженными потерями легко ошибиться	1	1
21	выдадим его за объективное	1	1
22	создании а в известной	1	1
23	целым столетиям не ради	1	1
24	содержание окажется что в	1	1
25	как волна без следа	1	1
26	в силе внутренней формы	1	1
27	каже свитай боже друге	1	1
28	такое толкование будет ложно	1	1
29	отдельных лиц вопль который	1	1
30	объясняется почему создания темных	1	1
31	бедняк хотел было набрать	1	1
32	мысль об отношении разных	1	1
33	в произведении искусства и	1	1
34	если будем рассуждать таким	1	1
35	что даже тогда когда	1	1
36	политической нравственной научной идеи	1	1
37	заключается в том что	3	1
38	свитай боже друге каже	1	1
39	известной гибкости образа в	1	1
40	двери и сволок может	1	1
41	как бедняк хотел было	1	1
42	почудиться неумолимое стихийно-разрушительное действие	1	1
43	ложно только в том	1	1
44	унесла из сосуда его	1	1
45	стихийно-разрушительное действие потока мировых	1	1
46	развести глоток молока который	1	1
47	к содержанию как в	1	1
48	вызвать мысль об отношении	1	1
49	своего буквального смысла а	1	1
50	в известной гибкости образа	1	1
51	увеличением затруднений при понимании	1	1
52	как в слове представление	1	1
53	или понятию вместо содержание	1	1
54	думалось ему при создании	1	1
55	сосуда его молоко и	1	1
56	содержанию как в слове	1	1
57	создания темных людей и	1	1
58	содержания какое думалось ему	1	1
59	таким образом это мраморная	1	1
60	в силу того что	2	1
61	более обыкновенное выражение именно	1	1
62	научной идеи и такое	1	1
63	который вырывается из груди	1	1
64	при создании а в	1	1
65	его за объективное значение	1	1
66	образу или понятию вместо	1	1
67	можем употребить более обыкновенное	1	1
68	или что то же	1	1
69	настает пора когда с	1	1
70	каже не дай боже	1	1
71	почему несмотря на мнимую	1	1
72	художественное значение во времена	1	1
73	все одно окно двери	1	1
74	внутренняя форма каждого из	2	1
75	правосудие содержание окажется что	1	1
76	столетиям не ради своего	1	1
77	содержание скромная загадка одно	1	1
78	идеи и такое толкование	1	1
79	волна без следа унесла	1	1
80	одно окно двери и	1	1
81	за объективное значение загадки	1	1
82	пора когда с увеличением	1	1
83	внешняя форма женщины с	1	1
84	окажется что в произведении	1	1
85	который был у него	1	1
86	в чашке как волна	1	1
87	по самой своей природе	1	1
88	следа унесла из сосуда	1	1
89	нравственной научной идеи и	1	1
90	а ради того который	1	1
91	разнообразное содержание скромная загадка	1	1
92	самое разнообразное содержание скромная	1	1
93	прибавим к этому что	1	1
94	когда мы выдадим его	1	1
95	когда с увеличением затруднений	1	1
96	гибкости образа в силе	1	1
97	может кому-нибудь почудиться неумолимое	1	1
98	но очевидно что подобные	1	1
99	случае когда мы выдадим	1	1
100	вопль который вырывается из	1	1
101	произведении искусства образ относится	1	1
102	вместо содержание художественного произведения	1	1
103	толкование будет ложно только	1	1
104	в слове представление к	1	1
105	за наше личное состояние	1	1
106	чувственный образ и представление	1	1
107	не ради своего буквального	1	1
108	живут по целым столетиям	1	1
109	и весами внутренняя форма	1	1
110	набрать воды из савы	1	1
111	сохранять свое художественное значение	1	1
112	представление к чувственному образу	1	1
113	в то время как	5	1
114	мы выдадим его за	1	1
115	него в чашке как	1	1
116	на мнимую вечность искусства	1	1
117	не в том чтобы	2	1
118	как он сказал саво	1	1
119	разных слоев народа к	1	1
120	по себе а только	1	1
121	заслуга художника не в	1	1
122	без следа унесла из	1	1
123	этим объясняется почему создания	1	1
124	и в самом деле	2	1
125	в незамысловатом рассказе как	1	1
126	неумолимое стихийно-разрушительное действие потока	1	1
127	из этих слов иначе	1	1
128	образом это мраморная статуя	1	1
129	в том что она	2	1
130	друге каже не дай	1	1
131	ближайшее этимологическое значение слова	1	1
132	а мене зацрни то	1	1
133	слов иначе направляет мысль	1	1
134	автор а в том	1	1
135	действие потока мировых событий	1	1
136	этом рассказе может кому-нибудь	1	1
137	этих слов иначе направляет	1	1
138	окно двери и сволок	2	1
139	мраморная статуя внешняя форма	1	1
140	что само по себе	1	1
141	мнимую вечность искусства настает	1	1
142	относится к содержанию как	1	1
143	только в том случае	1	1
144	ясно что и в	1	1
145	веков могут сохранять свое	1	1
146	людей и веков могут	1	1
147	у него в чашке	1	1
148	формы возбуждать самое разнообразное	1	1
149	чашке как волна без	1	1
150	объективное значение загадки а	1	1
151	возбуждать самое разнообразное содержание	1	1
152	в том случае когда	1	1
153	вложен этим объясняется почему	1	1
154	мечом и весами внутренняя	1	1
155	в этом рассказе может	1	1
156	вечность искусства настает пора	1	1
157	был у него в	1	1
158	хотел было набрать воды	1	1
159	было набрать воды из	1	1
160	искусства образ относится к	1	1
161	глоток молока который был	1	1
162	могут сохранять свое художественное	1	1
163	молоко и как он	1	1
164	внутренней формы возбуждать самое	1	1
165	тесном смысле этого слова	1	1
166	образ относится к содержанию	1	1
167	отношении разных слоев народа	1	1
168	наше личное состояние возбужденное	1	1
169	и как он сказал	1	1
170	само по себе а	1	1
171	содержание художественного произведения можем	1	1
172	рассказе может кому-нибудь почудиться	1	1
173	образа в силе внутренней	1	1
174	но вместе с тем	1	1
175	одно каже свитай боже	1	1
176	сказал саво саво себе	1	1
177	рассказе как бедняк хотел	1	1
178	какое думалось ему при	1	1
179	не за наше личное	1	1
180	найти их если будем	1	1
181	смысле этого слова что	1	1
182	к чувственному образу или	1	1
183	буквального смысла а ради	1	1
184	представляющая правосудие содержание окажется	1	1
185	значение загадки а не	1	1
186	мене зацрни то есть	1	1
187	будем рассуждать таким образом	1	1
188	ему при создании а	1	1
189	подобные рассказы живут по	1	1
190	загадка одно каже свитай	1	1
191	искусства настает пора когда	1	1
192	лиц вопль который вырывается	1	1
193	с мечом и весами	1	1
194	по целым столетиям не	1	1
195	а не за наше	1	1
196	форма женщины с мечом	1	1
197	будет ложно только в	1	1
198	женщины с мечом и	1	1
199	произведения можем употребить более	1	1
200	что подобные рассказы живут	1	1
201	будет найти их если	1	1
202	форма каждого из этих	2	1
203	темных людей и веков	1	1
204	ради своего буквального смысла	1	1
205	обыкновенное выражение именно идея	1	1
206	свое художественное значение во	1	1
207	в тесном смысле этого	1	1
208	их если будем рассуждать	1	1
209	употребить более обыкновенное выражение	1	1
210	в произведении искусства образ	1	1
211	сволок может вызвать мысль	1	1
212	невозвратными и с личной	1	1
213	один и тот же	1	1
214	в том что художественное	1	1
215	чувственному образу или понятию	1	1
216	это мраморная статуя внешняя	1	1
217	смысла а ради того	1	1
218	художника не в том	1	1
219	груди невозвратными и с	1	1
220	скромная загадка одно каже	1	1
221	художественного произведения можем употребить	1	1
222	саво саво себе не	1	1
223	его молоко и как	1	1
224	том случае когда мы	1	1
225	вырывается из груди невозвратными	1	1
226	значение во времена высокого	1	1
227	что в произведении искусства	1	1
228	и сволок может вызвать	1	1
229	может вызвать мысль об	1	1
230	силе внутренней формы возбуждать	1	1
231	несмотря на мнимую вечность	1	1
232	с увеличением затруднений при	1	1
233	из груди невозвратными и	1	1
234	рассказы живут по целым	1	1
235	из сосуда его молоко	1	1
236	кому-нибудь почудиться неумолимое стихийно-разрушительное	1	1
237	загадки а не за	1	1
238	а в известной гибкости	1	1
239	рассуждать таким образом это	1	1
240	он сказал саво саво	1	1
241	каждого из этих слов	2	1
242	и такое толкование будет	1	1
243	слове представление к чувственному	1	1
244	очевидно что подобные рассказы	1	1
