N	4gram	Vinokur_Ku_1	Myslijsy
1	в то же время	2	5
2	одно и то же	1	5
3	по мере того как	3	3
4	не в том что	1	3
5	в том что оно	2	2
6	и то же слово	1	2
7	в том что он	3	2
8	в самом деле в	1	1
9	смысле этого слова и	1	1
10	заключается в том что	2	1
11	в том смысле что	1	1
12	и т д не	1	1
13	в силу того что	2	1
14	для того чтобы устранить	1	1
15	можно себе представить что	1	1
16	общем смысле этого слова	1	1
17	нужно для того чтобы	1	1
18	в живой речи в	1	1
19	по отношению к своему	1	1
20	не в том чтобы	3	1
21	и в самом деле	2	1
22	а в том что	2	1
23	в том что она	1	1
24	только в том случае	1	1
25	со своей точки зрения	1	1
26	а вместе с тем	1	1
27	в них уже не	1	1
28	вовсе не в том	1	1
29	состоит не в том	1	1
30	сводится к тому что	1	1
31	в свою очередь есть	1	1
32	лишь тогда когда он	1	1
