N	3gram	Bakhtin_Fr_1	RusskieA
1	в том что	6	18
2	в других местах	1	7
3	для того чтобы	1	6
4	и в других	2	4
5	в отличие от	4	3
6	не может быть	1	3
7	с одной стороны	2	2
8	и в некоторых	1	2
9	на части и	1	2
10	бросается в глаза	1	2
11	и многие другие	1	2
12	в своей книге	2	2
13	а за ним	1	2
14	на самом же	3	2
15	может быть только	1	2
16	самом же деле	3	2
17	от земли и	1	1
18	всяком случае не	1	1
19	одна из основных	1	1
20	не входит в	2	1
21	но все это	1	1
22	во время этого	1	1
23	во многих отношениях	1	1
24	в это время	2	1
25	и в том	2	1
26	но не только	1	1
27	для него не	1	1
28	всякой связи с	1	1
29	но это не	1	1
30	имея в виду	1	1
31	а между тем	1	1
32	они как бы	1	1
33	еще далеко не	1	1
34	при всем разнообразии	1	1
35	все то что	1	1
36	вне связи с	1	1
37	из этих элементов	1	1
38	в настоящее время	1	1
39	в заключение нужно	1	1
40	оно все же	1	1
41	все это позволяет	1	1
42	в этом отношении	3	1
43	в применении к	3	1
44	время этого праздника	1	1
45	можно сказать что	1	1
46	в некоторых других	1	1
47	но и в	2	1
48	дело в том	2	1
49	жизни в этом	1	1
50	во всей их	1	1
51	во всех этих	2	1
52	во всяком случае	1	1
53	как мы уже	5	1
54	потому что он	1	1
55	с другой стороны	1	1
56	один из них	1	1
57	главным образом на	2	1
