N	3gram	Voloshinov_1	Komedia
1	в том что	4	5
2	о том что	1	4
3	для того чтобы	1	4
4	то же время	5	3
5	по отношению к	9	3
6	в то время	1	3
7	в то же	5	3
8	с одной стороны	1	2
9	к этому времени	2	2
10	в одной из	1	2
11	бы то ни	1	2
12	до сих пор	3	2
13	только потому что	1	2
14	в отличие от	1	2
15	то что он	1	2
16	во всяком случае	3	2
17	которое производит на	1	1
18	мы можем сказать	2	1
19	впечатление которое производит	1	1
20	в чем же	1	1
21	с самого начала	5	1
22	в углу комнаты	1	1
23	так и в	2	1
24	в большинстве случаев	4	1
25	во второй половине	1	1
26	но в более	1	1
27	что это не	1	1
28	всяком случае в	1	1
29	благодаря тому что	2	1
30	можем сказать что	2	1
31	в наше время	1	1
32	по сравнению с	1	1
33	один из таких	1	1
34	сводится к тому	1	1
35	таким образом и	1	1
36	но все же	1	1
37	а может быть	1	1
38	годов нашего века	1	1
39	на это дает	1	1
40	не является чем-то	1	1
41	в целом ряде	1	1
42	сделать вывод что	1	1
43	что он не	1	1
44	приходит в голову	1	1
45	скрыть от отца	1	1
46	все тот же	2	1
47	еще в г	1	1
48	то обстоятельство что	1	1
49	лет тому назад	1	1
50	не без труда	1	1
51	не было бы	1	1
52	как будто бы	1	1
53	что он был	1	1
54	в каком направлении	1	1
55	сих пор не	1	1
56	как мы видели	4	1
57	в самом деле	5	1
58	может быть даже	1	1
59	ответ на это	1	1
60	но и в	1	1
61	с точки зрения	10	1
62	потому что по	1	1
63	тем не менее	2	1
64	в свою очередь	1	1
65	по этому вопросу	1	1
66	не может быть	3	1
