N	3gram	Tiupa_Lite_1	Problemy
1	к себе самому	1	14
2	в то же	5	12
3	то же время	5	12
4	на самом деле	1	10
5	с самого начала	1	8
6	в отношении к	1	7
7	не может быть	1	6
8	себе самому и	1	5
9	по отношению к	2	5
10	во всяком случае	2	5
11	бы то ни	1	4
12	то ни было	1	4
13	и прежде всего	3	4
14	с точки зрения	2	4
15	но в то	1	3
16	с другой стороны	1	3
17	в самом деле	1	3
18	по крайней мере	1	3
19	о том что	2	2
20	подобно тому как	2	2
21	как бы два	1	2
22	на всю жизнь	1	2
23	что он сам	1	2
24	в большинстве случаев	1	2
25	что он в	1	2
26	и в этом	1	2
27	а не в	1	2
28	а прежде всего	1	2
29	к тому же	1	2
30	же время не	1	2
31	по ту сторону	1	2
32	знает что он	1	2
33	то что я	1	2
34	как мы знаем	1	2
35	в отличие от	5	2
36	никогда не бывает	1	2
37	как раз и	1	2
38	в сущности не	1	2
39	тем не менее	2	2
40	внутреннего и внешнего	1	2
41	не в силах	1	2
42	к тому чтобы	1	2
43	в том же	3	1
44	резко отличается от	1	1
45	того же слова	1	1
46	какой бы то	1	1
47	всяком случае в	1	1
48	каждому из них	1	1
49	в один из	1	1
50	до сих пор	1	1
51	вмешивается в его	1	1
52	может и не	1	1
53	в том что	11	1
54	и того же	1	1
55	и сам не	1	1
56	имел в виду	1	1
57	он не мог	1	1
58	и то что	2	1
59	но только в	1	1
60	потому что я	1	1
61	на то что	1	1
62	один из моментов	1	1
63	в значительной степени	1	1
64	одного и того	1	1
65	как и во	1	1
66	не может и	1	1
67	друг для друга	2	1
68	до конца не	1	1
69	все более и	1	1
70	но все же	1	1
71	прежде всего в	3	1
72	но при этом	2	1
73	не столько в	1	1
74	каждого из них	1	1
75	в этом отношении	2	1
76	в его позднем	1	1
77	для него в	1	1
78	на вопрос что	1	1
79	есть своего рода	1	1
80	так и не	1	1
81	в свою очередь	1	1
82	никак не мог	1	1
83	в данном случае	4	1
84	но может быть	1	1
85	более и более	1	1
