N	4gram	Voloshinov_1	Hudozhes
1	в то же время	1	6
2	одно и то же	2	3
3	ни в коем случае	1	2
4	по отношению к герою	1	2
5	незаместимое место в событии	1	1
6	особую притом двустороннюю позицию	1	1
7	в событии художественного творчества	1	1
8	должен занимать особую притом	1	1
9	художественного творчества он должен	1	1
10	к автору и по	1	1
11	мы имеем в виду	1	1
12	позицию в нем по	1	1
13	двустороннюю позицию в нем	1	1
14	и по отношению к	3	1
15	место в событии художественного	1	1
16	по отношению к автору	1	1
17	автору и по отношению	1	1
18	свое незаместимое место в	1	1
19	творчества он должен занимать	1	1
20	одним и тем же	1	1
21	случае мы имеем дело	1	1
22	в нем по отношению	1	1
23	нем по отношению к	1	1
24	бы они ни были	1	1
25	притом двустороннюю позицию в	1	1
26	позицию по отношению к	1	1
27	по отношению к которому	1	1
28	мы имеем дело с	1	1
29	бы то ни было	3	1
30	имеем в виду не	1	1
31	событии художественного творчества он	1	1
32	отношению к автору и	1	1
33	он должен занимать особую	1	1
34	занимать особую притом двустороннюю	1	1
