N	4gram	Voloshinov_1	Problema
1	то же самое время	2	4
2	в то же самое	2	4
3	не что иное как	2	2
4	как мы увидим ниже	1	2
5	одного и того же	1	2
6	есть не что иное	2	2
7	но даже и в	1	1
8	ни на один из	1	1
9	вещи и как мы	1	1
10	и в то же	2	1
11	то же самое и	1	1
12	к окружающей нас действительности	1	1
13	уже содержит в себе	1	1
14	между внутренней и внешней	2	1
15	о том что такое	1	1
16	не говоря уже об	1	1
17	одно и то же	3	1
18	не говоря ни слова	1	1
19	сколько бы мы ни	1	1
20	можно было бы говорить	1	1
21	то что мы в	1	1
22	в связи с этим	2	1
23	но в то же	2	1
24	но для того чтобы	2	1
25	серп и молот являются	1	1
26	мы уже видели что	1	1
