N	3gram	Voloshinov_1	Analitik
1	в том что	1	7
2	о том что	2	5
3	по крайней мере	3	4
4	и того же	1	3
5	всех без исключения	1	3
6	одного и того	1	3
7	в этом отношении	1	3
8	той или иной	1	3
9	в данном случае	1	3
10	подобно тому как	1	2
11	с одной стороны	1	2
12	можно сказать что	3	2
13	и прежде всего	1	2
14	в конечном счете	2	2
15	в свое время	1	2
16	с точки зрения	6	2
17	дело в том	1	2
18	во всяком случае	3	2
19	в этом смысле	3	1
20	моменты своей жизни	1	1
21	его мысли и	1	1
22	так и в	1	1
23	в большинстве случаев	3	1
24	не говорит и	1	1
25	прежде всего к	1	1
26	всяком случае не	1	1
27	из этих трех	1	1
28	а потому и	2	1
29	если бы он	1	1
30	в себя и	1	1
31	до сих пор	3	1
32	имеем дело с	1	1
33	а с другой	1	1
34	уже не может	1	1
35	том что мы	1	1
36	обратим внимание на	1	1
37	и к ним	1	1
38	и в итоге	1	1
39	по ту сторону	4	1
40	не что иное	1	1
41	и теперь в	1	1
42	со всех сторон	1	1
43	на самом деле	4	1
44	и может быть	2	1
45	для того чтобы	1	1
46	не могут быть	2	1
47	в связи с	1	1
48	что иное как	1	1
49	в самом деле	2	1
50	я и его	1	1
51	ничего не говорит	1	1
52	в применении к	1	1
53	не нуждается в	2	1
54	я и мир	1	1
55	герой нашего времени	1	1
56	его за пределы	1	1
57	не может быть	3	1
