N	4gram	Vinokur_St_1	Psycholo
1	заключается в том что	2	7
2	и в самом деле	2	4
3	только в том случае	1	4
4	в том что он	1	3
5	в то же время	4	2
6	в том что в	2	2
7	в то время как	1	2
8	и т п в	3	1
9	ни в каком случае	1	1
10	что бы то ни	1	1
11	что в то время	1	1
12	в том смысле что	1	1
13	в каком случае не	1	1
14	бы то ни стало	1	1
15	само собой разумеется что	1	1
16	с точки зрения их	2	1
17	в этом случае есть	1	1
18	который заключается в том	1	1
19	что в этой области	1	1
20	это объясняется тем что	1	1
21	которые тем не менее	1	1
22	во что бы то	1	1
23	так же как и	1	1
24	свидетельствует о том что	1	1
25	ответ на этот вопрос	1	1
