N	3gram	Ircho_Kome_1	slovoVRo
1	и т п	5	23
2	в то же	4	12
3	то же время	4	12
4	в большинстве случаев	1	6
5	в отношении к	1	6
6	и т д	4	5
7	во всяком случае	2	5
8	с одной стороны	3	4
9	с другой стороны	5	4
10	большей или меньшей	1	4
11	до конца и	1	3
12	при всем различии	1	3
13	таким образом в	2	3
14	более или менее	1	3
15	в зависимости от	1	3
16	в данном случае	1	3
17	и в том	1	2
18	до сих пор	2	2
19	а между тем	1	2
20	в другом случае	1	2
21	к тому что	1	2
22	то время как	4	2
23	в то время	5	2
24	можно было бы	1	2
25	не только в	1	2
26	как мы уже	1	2
27	о том что	3	1
28	так или иначе	1	1
29	от которого он	1	1
30	с самого начала	1	1
31	на протяжении всего	2	1
32	при всех возможных	1	1
33	до наших дней	1	1
34	и по своей	1	1
35	в одном из	4	1
36	ни одной из	1	1
37	и у него	1	1
38	бы то ни	2	1
39	одной из самых	1	1
40	жизни но и	1	1
41	со всех сторон	1	1
42	в сущности и	1	1
43	вообще одна из	1	1
44	да и в	1	1
45	именно потому что	2	1
46	как и в	2	1
47	у нас в	2	1
48	для того чтобы	1	1
49	то ни было	2	1
50	а в душе	1	1
51	сложнее обстоит дело	1	1
52	и прежде всего	1	1
53	в том что	9	1
54	которого он в	1	1
55	и не все	1	1
56	и все это	1	1
57	он может быть	1	1
58	этой точки зрения	1	1
59	и на его	1	1
60	следовательно и в	1	1
61	каждого из этих	1	1
62	в отличие от	1	1
63	в значительной степени	1	1
64	в этом отношении	3	1
65	найдем ту же	1	1
66	т п в	1	1
67	обстоит дело с	1	1
68	из них он	1	1
69	всем различии в	1	1
70	как впрочем не	1	1
71	о которых мы	1	1
72	и что же?	1	1
73	как мы видели	1	1
74	в стороне от	1	1
75	по аналогии с	1	1
76	мы ничего не	1	1
77	только в условиях	1	1
78	но и в	2	1
79	как раз на	1	1
80	тем не менее	1	1
81	могут быть отнесены	1	1
82	для своего выражения	1	1
83	с этой точки	1	1
