N	4gram	Losev_Prob_5	VeschiIm
1	бы то ни было	1	9
2	не что иное как	3	8
3	в то же время	1	4
4	указывает на то что	1	3
5	так что в результате	1	2
6	с этой точки зрения	1	2
7	дело в том что	2	2
8	свидетельствует о том что	1	1
9	также и то что	2	1
10	он все же не	1	1
11	что бы то ни	1	1
12	вопрос о том как	1	1
13	и вместе с тем	1	1
14	стоит именно на этой	1	1
15	стоит на точке зрения	1	1
16	или по крайней мере	1	1
17	по крайней мере три	1	1
18	на этой точке зрения	1	1
19	в том смысле что	1	1
20	именно на этой точке	1	1
21	но в то же	1	1
22	но еще и потому	1	1
23	еще и потому что	1	1
24	в том что он	1	1
25	о том как совместить	1	1
26	не потому что они	1	1
27	может быть только у	1	1
28	в то время как	3	1
