N	4gram	Bakhtin_Fr_1	formyVre
1	в то же время	1	6
2	как мы уже говорили	2	3
3	в том числе и	7	2
4	как мы уже сказали	3	2
5	дело в том что	2	2
6	в нем нет ничего	1	1
7	в той или иной	5	1
8	xvii и xviii веках	1	1
9	и в последующем развитии	1	1
10	почти ничего не осталось	1	1
11	есть еще и в	1	1
12	в значительной мере и	1	1
13	все более и более	1	1
14	мы имеем в виду	1	1
15	в xvii и xviii	1	1
16	в искусстве и литературе	1	1
17	том числе и в	1	1
18	вне всякой связи с	1	1
19	в основе его лежит	1	1
20	той или иной степени	1	1
21	вплоть до наших дней	1	1
22	в основе ее лежит	1	1
23	в средние века и	2	1
24	но в то же	1	1
25	остановимся прежде всего на	1	1
26	но дело в том	1	1
27	и до сих пор	1	1
28	к себе самому и	1	1
