N	4gram	Medvedev_F_3	KulturaY
1	той мере в какой	1	5
2	в той мере в	1	5
3	по мере того как	1	3
4	в то же время	7	2
5	одного и того же	1	2
6	мы имеем в виду	1	1
7	смысле этого слова и	1	1
8	и т п т	1	1
9	сводится к тому чтобы	1	1
10	можно говорить о языке	1	1
11	с этой точки зрения	1	1
12	и в то же	2	1
13	а вместе с тем	1	1
14	в собственном смысле слова	1	1
15	не в том что	1	1
16	во всяком случае ясно	1	1
17	о языке как о	1	1
18	лишь в той мере	1	1
19	всяком случае ясно что	1	1
20	является с одной стороны	1	1
21	и пр и пр	1	1
22	речи вовсе не есть	1	1
23	что же касается до	1	1
24	т п т е	1	1
