N	3gram	Voloshinov_1	Myshleni
1	в том что	1	19
2	по сравнению с	3	14
3	с точки зрения	6	10
4	для того чтобы	1	8
5	с самого начала	4	7
6	так же как	2	6
7	можно сказать что	3	6
8	то же самое	1	6
9	друг с другом	1	5
10	можно было бы	1	5
11	и того же	1	4
12	одного и того	1	4
13	мы знаем что	1	3
14	до сих пор	3	3
15	в этом отношении	1	3
16	в этом смысле	3	2
17	его отношение к	1	2
18	том что мы	1	2
19	в том смысле	1	2
20	не могут быть	2	2
21	вместе с тем	1	2
22	в связи с	1	2
23	не может быть	3	2
24	в этом и	1	1
25	мы не можем	1	1
26	с одной стороны	1	1
27	связи с этим	1	1
28	мы говорили что	1	1
29	но мы знаем	1	1
30	из того же	1	1
31	есть в сущности	1	1
32	и в этом	2	1
33	отношений между ними	1	1
34	на первый план	1	1
35	новых и новых	1	1
36	именно то что	1	1
37	совершенно так же	1	1
38	и входит в	1	1
39	следующих ступенях развития	1	1
40	же как и	1	1
41	точки зрения обоих	1	1
42	свое отношение к	1	1
43	на самом деле	4	1
44	но вместе с	1	1
45	не имеет места	1	1
46	как мы знаем	1	1
47	первый план выдвигается	1	1
48	не что иное	1	1
49	но отнюдь не	2	1
50	вообще не может	1	1
51	мы можем теперь	2	1
52	той или иной	1	1
53	на первой стадии	1	1
54	зависит от того	1	1
55	и ту же	1	1
56	что иное как	1	1
57	не может иметь	1	1
58	в самом деле	2	1
59	на следующих ступенях	1	1
60	в каком отношении	1	1
61	подобно тому как	1	1
62	в данном случае	1	1
63	на один шаг	1	1
64	по аналогии с	2	1
65	во всех областях	1	1
66	на этой ступени	2	1
67	то что я	1	1
68	этой точки зрения	1	1
69	в известных пределах	1	1
70	имеем дело с	1	1
71	с этой точки	1	1
72	этом отношении и	1	1
