N	4gram	Tiupa_Lite_3	TeoriaLi
1	в то же время	7	6
2	состоит в том что	1	3
3	то же время оказывается	1	1
4	в этом втором случае	1	1
5	в том числе и	2	1
6	присутствия личности в мире	1	1
7	по два сверхсхемных ударения	1	1
8	как раз в том	1	1
9	с этой точки зрения	1	1
10	ее не перейти влюбленности	1	1
11	не перейти влюбленности и	1	1
12	цельность как бы личность	1	1
13	способ присутствия в мире	1	1
14	людей заветная черта ее	1	1
15	известную цельность как бы	1	1
16	есть в близости людей	1	1
17	свое незаместимое место в	1	1
18	заветная черта ее не	1	1
19	близости людей заветная черта	1	1
20	черта ее не перейти	1	1
21	в той или иной	1	1
22	в близости людей заветная	1	1
23	но в отличие от	2	1
24	исходит из того что	1	1
25	первых десятилетий хх века	3	1
26	бы то ни было	2	1
27	только в присутствии эстетического	1	1
28	той или иной мере	1	1
29	состоит как раз в	1	1
30	субъекта объекта и адресата	1	1
