N	4gram	Losev_Dial_1	Myshleni
1	в то время как	1	4
2	одно и то же	4	2
3	одной и той же	1	2
4	друг с другом в	1	2
5	потому что он не	1	1
6	с одной стороны и	2	1
7	той или иной теории	1	1
8	и в то же	2	1
9	в то же время	4	1
10	не содержат в себе	1	1
11	с другой стороны в	1	1
12	с точки зрения той	1	1
13	или по крайней мере	2	1
14	не сама по себе	1	1
15	стать на точку зрения	1	1
16	и с другой стороны	2	1
17	все больше и больше	1	1
18	и в этом отношении	1	1
19	ни в какой мере	1	1
20	дело в том что	1	1
21	в какой мере не	1	1
