N	4gram	Voloshinov_1	Marksizm
1	в то же время	5	8
2	но в то же	3	5
3	одно и то же	1	3
4	если бы он был	1	2
5	как мы уже знаем	1	2
6	в том что он	2	2
7	мы можем сказать что	2	1
8	сохранению и развитию ее	1	1
9	не может быть ничего	1	1
10	и не может быть	1	1
11	достигнутого в данный момент	1	1
12	но во всяком случае	1	1
13	они не могут быть	1	1
14	в жизни и в	1	1
15	а может быть и	1	1
16	а с другой –	1	1
17	это не совсем так	1	1
18	к сохранению и развитию	1	1
19	в следующей главе глава	2	1
20	дело в том что	1	1
21	то же время это	1	1
