N	4gram	Vinokur_Ku_3	Problema
1	не говоря уже о	2	4
2	если бы не было	1	3
3	и в этом случае	1	3
4	только в том случае	1	2
5	заключается в том что	1	2
6	один и тот же	2	2
7	одной и той же	1	2
8	уже о том что	1	1
9	которая как раз и	1	1
10	и только после всего	1	1
11	только после всего этого	1	1
12	говоря уже о том	1	1
13	в той или иной	2	1
14	и в то же	1	1
15	которые лежат в основе	1	1
16	и не может быть	1	1
17	в том случае когда	3	1
18	можно только тогда когда	1	1
19	после всего этого можно	1	1
20	всего этого можно будет	1	1
21	а может быть и	1	1
22	в то или иное	1	1
23	бы то ни стало	1	1
24	и тот же звук	1	1
25	для одной и той	1	1
26	ни в какой мере	2	1
27	а с другой стороны	1	1
28	в свое время в	1	1
29	судить по тому что	1	1
30	во что бы то	1	1
31	с нашей точки зрения	1	1
32	и тем не менее	3	1
33	и в вопросе о	1	1
34	мы должны сказать что	1	1
35	одним и тем же	2	1
36	что бы то ни	1	1
37	в какой мере не	2	1
