N	3gram	Bakhtin_Fr_5	StatiiOP
1	в том что	6	11
2	не может быть	2	5
3	о том что	1	4
4	в то время	2	4
5	в этом отношении	5	4
6	с точки зрения	2	4
7	в мировой литературе	1	3
8	в то же	9	3
9	то же время	9	3
10	в связи с	5	3
11	это связано с	1	3
12	в г в	1	3
13	но это не	1	3
14	только тогда когда	1	2
15	и не в	2	2
16	до сих пор	3	2
17	по этому поводу	1	2
18	между тем как	1	2
19	во всех этих	1	2
20	независимо от того	1	2
21	что в этой	1	2
22	в течение всей	1	2
23	тем не менее	1	2
24	потому что он	3	2
25	в чем же	2	1
26	из этих двух	1	1
27	связи с этим	3	1
28	с новыми явлениями	1	1
29	одной из своих	1	1
30	одной и той	1	1
31	в одной из	2	1
32	в самом начале	1	1
33	и в частности	1	1
34	сказать несколько слов	1	1
35	все действующие лица	1	1
36	свидетельствуют о том	1	1
37	можно сказать что	2	1
38	в этом выражении	1	1
39	подчеркнуть что в	1	1
40	от того что	1	1
41	во всей мировой	1	1
42	относится к году	1	1
43	и если в	1	1
44	в другом случае	1	1
45	к жизни и	1	1
46	на самом деле	4	1
47	в той или	1	1
48	тем как в	1	1
49	в году в	1	1
50	но на самом	1	1
51	которая является не	1	1
52	всей мировой литературе	1	1
53	потому что в	1	1
54	то же самое	2	1
55	очень часто в	1	1
56	но в сущности	1	1
57	можно было бы	2	1
58	в значительной мере	1	1
59	под углом зрения	1	1
60	на котором он	1	1
61	и той же	1	1
62	он не может	1	1
63	в свою очередь	1	1
64	той или иной	1	1
65	об этом мы	1	1
66	и в самом	1	1
67	у него были	1	1
68	в этом целом	1	1
69	является не только	1	1
70	в самом деле	1	1
71	вместе с тем	1	1
72	что это было	1	1
73	как мы видели	4	1
74	то что в	1	1
75	даже там где	1	1
76	по существу это	1	1
77	для того чтобы	6	1
78	является одним из	1	1
79	точку зрения на	2	1
80	из этих произведений	1	1
81	независимо от их	1	1
