N	3gram	Nazirov_Tv_2	Istorich
1	и т д	11	18
2	с другой стороны	2	8
3	о том что	2	4
4	мы знаем что	1	4
5	в связи с	1	4
6	так же как	2	3
7	в нем и	1	3
8	не может быть	3	3
9	он живет в	1	2
10	в ином мире	1	2
11	о том как	1	2
12	тем что он	1	2
13	как и в	1	2
14	но это не	1	2
15	если не считать	2	2
16	в том что	2	2
17	же как и	1	2
18	по отношению к	3	2
19	до сих пор	3	2
20	не только для	1	1
21	может быть в	1	1
22	это тем что	1	1
23	в то же	7	1
24	в том числе	1	1
25	и потому что	1	1
26	точно так же	1	1
27	мы уже говорили	1	1
28	т д все	1	1
29	т д такое	1	1
30	это одна из	1	1
31	с самого начала	1	1
32	и др мы	1	1
33	но уже в	1	1
34	героя в формах	1	1
35	потому что в	1	1
36	и как видно	1	1
37	по себе не	1	1
38	в соответствии с	4	1
39	в дальнейшем когда	1	1
40	большую роль в	1	1
41	еще ничего не	1	1
42	в то время	1	1
43	д и т	1	1
44	на той же	1	1
45	в том смысле	1	1
46	мы видим в	1	1
47	в самом деле	2	1
48	то же время	7	1
49	что у него	1	1
50	в виду что	1	1
51	в частности с	1	1
52	т д и	1	1
53	том числе и	1	1
54	на другой день	1	1
55	играют большую роль	1	1
56	ничего не говорит	1	1
57	в отличие от	2	1
58	во всяком случае	2	1
59	в свою очередь	1	1
60	но когда герой	1	1
61	на наших глазах	1	1
