N	3gram	Tiupa_Hudo_1	Myslijsy
1	в том что	7	13
2	по отношению к	9	13
3	не может быть	3	9
4	тем не менее	3	6
5	с другой стороны	5	5
6	в этом смысле	3	4
7	объективности и субъективности	1	4
8	в свою очередь	2	4
9	подобно тому как	1	3
10	а в том	1	3
11	в то же	5	3
12	с одной стороны	2	3
13	может быть названо	2	3
14	и в том	1	3
15	в противном случае	2	3
16	сама по себе	2	3
17	то же время	5	3
18	с точки зрения	3	3
19	и том же	1	2
20	таким образом что	1	2
21	как и в	1	2
22	и потому что	1	2
23	бы то ни	1	2
24	бы они ни	1	2
25	в таком случае	1	2
26	к тому что	2	2
27	одном и том	1	2
28	не что иное	1	2
29	по крайней мере	1	2
30	но на деле	1	2
31	в сравнении с	1	2
32	одного и того	2	2
33	не могут быть	1	2
34	в одном и	1	2
35	что иное как	1	2
36	все то что	1	2
37	заключает в себе	1	2
38	в том и	2	2
39	быть не может	1	2
40	друг от друга	1	2
41	для того чтобы	2	2
42	они ни были	1	2
43	и того же	2	2
44	заключается в том	1	1
45	о том что	1	1
46	и тем самым	1	1
47	то есть его	1	1
48	так же как	1	1
49	входит в его	1	1
50	на нее как	1	1
51	по себе а	1	1
52	точно так же	1	1
53	в том в	1	1
54	в связи с	1	1
55	что входит в	1	1
56	при этом не	1	1
57	из того что	1	1
58	еще и потому	1	1
59	друг другу и	1	1
60	заключать в себе	1	1
61	и не могло	2	1
62	но не в	1	1
63	не совпадает с	1	1
64	слова так и	1	1
65	в более или	1	1
66	но одно из	1	1
67	в то время	1	1
68	и в этой	1	1
69	языка не может	1	1
70	и в слове	1	1
71	себе еще не	1	1
72	более или менее	5	1
73	но в действительности	1	1
74	может быть назван	1	1
75	и в жизни	1	1
76	все без исключения	1	1
77	только то что	1	1
78	в себе самом	1	1
79	в душе в	1	1
80	по себе еще	1	1
81	собственно говоря только	1	1
82	с этой точки	1	1
83	между лицом и	1	1
84	каждая из этих	1	1
85	то есть как	1	1
86	тем и другим	1	1
87	имея в виду	1	1
88	это было бы	1	1
89	этой точки зрения	1	1
90	в произведении искусства	1	1
91	еще не есть	1	1
92	упустить из виду	1	1
93	то ни было	1	1
94	не только к	1	1
95	того что не	1	1
