N	4gram	Vygotskiy__2	Vladivir
1	дело в том что	1	4
2	один и тот же	1	2
3	в том что в	1	2
4	указанием на то что	1	1
5	стороны а с другой	1	1
6	том что он не	1	1
7	одной стороны а с	1	1
8	мы уже видели что	2	1
9	и по существу дела	1	1
10	сам говорит что с	1	1
11	бы то ни было	1	1
12	на то что он	1	1
13	то что он не	1	1
14	и потому что как	1	1
15	на самом же деле	1	1
16	указывает на то что	1	1
17	а с другой стороны	1	1
18	он сам говорит что	1	1
19	заключается в том чтобы	3	1
20	с одной стороны а	1	1
