N	4gram	Vygotskiy__5	Myslijsy
1	не что иное как	2	2
2	до тех пор пока	2	2
3	один и тот же	1	2
4	есть то же самое	1	1
5	до сих пор не	1	1
6	только до тех пор	1	1
7	заключается в том что	4	1
8	и в остальных частях	1	1
9	никогда еще не было	1	1
10	в том смысле в	1	1
11	в силу того что	1	1
12	одного и того же	2	1
13	и в том случае	1	1
14	мы имеем дело с	1	1
15	в том что под	1	1
16	одним и тем же	3	1
17	таким образом мы видим	1	1
18	на то что все	1	1
19	одной и той же	2	1
20	именно в силу того	1	1
21	на самом деле есть	1	1
22	дело в том что	1	1
