N	4gram	Vygotskiy__3	Problema
1	уже с самого начала	1	2
2	только в том случае	1	2
3	заключается в том что	4	2
4	один и тот же	1	2
5	одной и той же	1	2
6	а на самом деле	1	1
7	самом деле когда мы	1	1
8	в самом деле если	1	1
9	что до сих пор	1	1
10	с одной стороны это	1	1
11	в том что всякое	1	1
12	в том случае если	1	1
13	все больше и больше	2	1
14	ни в какой мере	1	1
15	в самом деле когда	3	1
16	указание на то что	1	1
17	и то что в	1	1
18	все более и более	2	1
19	в то время как	2	1
20	в какой мере не	1	1
