N	3gram	Bakhtin_Pr_3	Psycholo
1	в том что	3	14
2	в зависимости от	2	6
3	о том что	2	6
4	с другой стороны	1	5
5	до сих пор	5	5
6	по сравнению с	4	4
7	друг к другу	1	4
8	с самого начала	3	3
9	так как это	1	3
10	то же самое	1	3
11	и то что	1	3
12	в этом отношении	1	3
13	мы видим что	1	3
14	можно было бы	1	3
15	именно потому что	1	2
16	можно сказать что	4	2
17	в конце концов	1	2
18	может быть и	2	2
19	все то что	2	2
20	в отличие от	1	2
21	одной и той	1	2
22	не что иное	1	2
23	и той же	1	2
24	той или иной	1	2
25	что иное как	1	2
26	с точки зрения	2	2
27	друг от друга	1	2
28	состоит в том	1	2
29	не может быть	1	2
30	не то что	3	1
31	своего героя в	1	1
32	мы находим в	1	1
33	и тот же	1	1
34	в этом смысле	1	1
35	жизни и потому	1	1
36	но во всех	1	1
37	же самое мы	1	1
38	сказать что и	1	1
39	и др в	2	1
40	и тем более	1	1
41	жизни и смерти	2	1
42	но к этому	1	1
43	мы видели что	2	1
44	один и тот	1	1
45	один из самых	1	1
46	равно как и	1	1
47	в себя и	1	1
48	вбирает в себя	1	1
49	потому что они	1	1
50	имеем дело с	1	1
51	по существу мы	1	1
52	к этому мы	1	1
53	в одной из	1	1
54	в применении к	1	1
55	по отношению ко	1	1
56	и во многих	1	1
57	по отношению к	1	1
58	и для того	1	1
59	нем нет ни	2	1
60	более или менее	3	1
61	и т.п и	1	1
62	не дает ему	1	1
63	ошибемся если скажем	1	1
64	после того как	1	1
65	смысле этого слова	1	1
66	принадлежат к числу	1	1
67	как это не	1	1
68	в нем нет	3	1
69	но не способные	1	1
70	в собственном смысле	2	1
71	прямо сказать что	1	1
72	мы имеем дело	1	1
73	и событий и	1	1
74	если скажем что	1	1
75	потому что через	1	1
76	по крайней мере	1	1
