N	3gram	Propp_Isto_2	Dialekti
1	и т д	18	23
2	это значит что	1	21
3	тем не менее	1	10
4	не только не	1	7
5	что иное как	2	6
6	т е что	1	6
7	не что иное	2	6
8	т д и	2	6
9	не может быть	2	6
10	о том что	2	5
11	сам по себе	1	5
12	подобно тому как	3	4
13	т е в	1	4
14	то это значит	1	4
15	с одной стороны	3	3
16	и прежде всего	1	3
17	и не только	1	3
18	на то что	2	3
19	в том что	5	3
20	есть не что	1	3
21	мы не можем	1	2
22	это и есть	1	2
23	руки и ноги	2	2
24	так же как	4	2
25	так или иначе	1	2
26	точно так же	6	2
27	с другой стороны	2	2
28	но они не	2	2
29	и то же	1	2
30	в зависимости от	1	2
31	она и есть	1	2
32	иметь в виду	2	2
33	к тому же	2	2
34	так и к	1	1
35	и следовательно не	1	1
36	в подобных случаях	1	1
37	на самом деле	2	1
38	связи с этим	1	1
39	дело вовсе не	1	1
40	одной и той	1	1
41	том что в	1	1
42	как только мы	1	1
43	из этих двух	1	1
44	и пр в	1	1
45	вопрос об этом	1	1
46	вовсе не в	1	1
47	до сих пор	6	1
48	д и наконец	1	1
49	имеет такое же	1	1
50	и той же	1	1
51	и есть то	1	1
52	на вопрос об	1	1
53	одно из них	1	1
54	и в котором	1	1
55	в другой раз	2	1
56	ничего не говорится	1	1
57	мы имеем в	5	1
58	то о нем	1	1
59	что мы имеем	1	1
60	в связи с	4	1
61	и кроме того	1	1
62	как одна из	1	1
63	что у него	1	1
64	в мифе о	1	1
65	и понимает ее	1	1
66	в виду что	1	1
67	но все эти	1	1
68	все на свете	1	1
69	кроме того есть	1	1
70	но так как	1	1
71	с этой стороны	1	1
72	это может быть	1	1
