N	3gram	Tiupa_Lite_2	KulturaY
1	и т п	2	18
2	для того чтобы	1	15
3	в том что	5	15
4	с точки зрения	3	9
5	по отношению к	3	8
6	в том чтобы	3	8
7	с другой стороны	4	6
8	о том что	2	5
9	в этом отношении	3	5
10	по крайней мере	2	5
11	тем не менее	2	4
12	что же касается	1	4
13	не в том	1	4
14	а с другой	1	3
15	состоит в том	4	3
16	можно было бы	1	3
17	вместе с тем	1	3
18	в свою очередь	1	3
19	в соответствии с	1	3
20	не может быть	7	3
21	то же в	1	2
22	на самом деле	1	2
23	а в том	1	2
24	в то же	9	2
25	к тому что	1	2
26	в этом случае	2	2
27	этой точки зрения	1	2
28	речь идет о	3	2
29	то же время	9	2
30	в свое время	2	2
31	и вовсе не	1	2
32	то и вовсе	1	1
33	с одной стороны	6	1
34	с тем чтобы	1	1
35	в данный момент	1	1
36	а то и	1	1
37	и в то	1	1
38	разумеется и в	1	1
39	в сочетании с	1	1
40	едва ли не	4	1
41	тех или иных	1	1
42	но с другой	3	1
43	что в ней	1	1
44	все той же	1	1
45	для этого необходимо	1	1
46	вместе с ним	1	1
47	и то же	2	1
48	что слово это	1	1
49	ничего общего с	1	1
50	в отличие от	1	1
51	не могло не	1	1
52	и даже в	1	1
53	с этой точки	1	1
54	после того как	1	1
55	в него не	2	1
56	когда речь идет	1	1
57	поскольку речь идет	2	1
58	все то что	1	1
59	в сущности говоря	1	1
60	той или иной	1	1
61	не говоря уже	2	1
62	в себе и	1	1
63	каждый из нас	1	1
64	исходит из того	1	1
65	в соединении с	1	1
66	во всех этих	1	1
67	в стихах все	1	1
68	в году но	1	1
69	культуры в целом	1	1
70	состоит не в	1	1
71	одно и то	2	1
