N	3gram	Propp_Isto_5	Hudozhes
1	по отношению к	2	10
2	в отличие от	1	7
3	в то же	1	6
4	то же время	1	6
5	с другой стороны	8	5
6	в том что	2	5
7	состоит в том	1	4
8	можно сказать что	1	3
9	тем не менее	4	3
10	с точки зрения	1	3
11	с одной стороны	7	2
12	в том числе	1	2
13	для того чтобы	3	2
14	том числе и	1	2
15	и не могло	1	2
16	на наших глазах	1	2
17	в свою очередь	1	2
18	уже говорилось выше	1	1
19	может быть это	1	1
20	подобно тому как	1	1
21	в соответствии с	1	1
22	и тем самым	1	1
23	в таких случаях	2	1
24	так же как	3	1
25	я думаю что	1	1
26	он не только	1	1
27	дело не в	1	1
28	и потому что	1	1
29	точно так же	1	1
30	героя о чем	1	1
31	в одном случае	1	1
32	типа так в	1	1
33	в этих случаях	6	1
34	состоит не в	1	1
35	из того что	1	1
36	как и в	2	1
37	ведь это не	1	1
38	еще и потому	1	1
39	иметь в виду	1	1
40	что он не	1	1
41	о том что	4	1
42	в этом случае	7	1
43	в особенности в	2	1
44	этой точки зрения	1	1
45	в то время	1	1
46	в связи с	4	1
47	что все люди	1	1
48	мы видим в	1	1
49	в виду что	1	1
50	в зависимости от	1	1
51	в себе и	1	1
52	не может быть	3	1
53	есть как бы	1	1
54	это было бы	1	1
55	с этой точки	1	1
