N	3gram	Nazirov_Tv_1	Istorich
1	и т д	1	18
2	до сих пор	1	6
3	точно так же	2	6
4	в том что	6	5
5	мы имеем в	1	5
6	вместе с тем	1	5
7	что он не	1	4
8	не только в	2	4
9	в связи с	1	4
10	с одной стороны	1	3
11	по отношению к	1	3
12	о том что	5	2
13	на самом деле	2	2
14	с самого начала	3	2
15	с другой стороны	1	2
16	дело не в	1	2
17	не что иное	1	2
18	что иное как	1	2
19	к тому же	1	2
20	это значит что	1	1
21	том что в	2	1
22	в этой связи	2	1
23	в одной из	2	1
24	по себе а	1	1
25	дело не только	1	1
26	а может быть	1	1
27	как один из	1	1
28	мы узнаем что	1	1
29	бросается в глаза	1	1
30	за то что	1	1
31	но это не	1	1
32	в отличие от	1	1
33	связанные с ними	1	1
34	в свою противоположность	2	1
35	что в одном	1	1
36	же именно в	1	1
37	он не боится	1	1
38	что у него	1	1
39	том что после	1	1
40	и не мог	1	1
41	была одной из	1	1
42	это как бы	3	1
43	тем не менее	2	1
44	не то что	1	1
