N	3gram	Berdyaev_M_2	Psycholo
1	на то что	1	12
2	в том что	2	11
3	с точки зрения	1	9
4	для того чтобы	4	8
5	мы увидим что	2	7
6	до сих пор	3	5
7	о том что	2	3
8	и в этом	3	3
9	она должна быть	1	3
10	смысле этого слова	1	2
11	к тому что	3	2
12	и та же	2	2
13	на самом деле	1	2
14	между тем в	1	2
15	мы видим в	1	2
16	она не имеет	2	2
17	что у него	1	2
18	я не могу	1	2
19	на наших глазах	1	2
20	подобно тому как	2	1
21	в себе заключает	1	1
22	который может быть	1	1
23	не потому что	1	1
24	в нем же	1	1
25	одной и той	2	1
26	по сравнению с	1	1
27	мысль что если	1	1
28	не мог бы	1	1
29	должна быть скрыта	1	1
30	с гениальной силой	1	1
31	может быть названо	1	1
32	что он слишком	1	1
33	все та же	1	1
34	не есть еще	1	1
35	может быть и	2	1
36	потому что в	1	1
37	склонен думать что	1	1
38	а между тем	1	1
39	она не может	1	1
40	мере в какой	1	1
41	а не из	1	1
42	что он не	1	1
43	не может быть	8	1
44	и в той	1	1
45	к гибели и	1	1
46	в обычном смысле	1	1
47	было бы назвать	1	1
48	и той же	2	1
49	но и это	1	1
50	по своему значению	1	1
51	он хотел бы	1	1
52	и если он	1	1
53	если бы для	1	1
54	он не видел	1	1
55	сих пор не	1	1
56	построен так что	1	1
57	а не к	1	1
58	одна и та	2	1
59	в этом отношении	1	1
60	в ней есть	2	1
61	но он был	1	1
62	в высшей степени	3	1
63	и для всякой	1	1
64	как и все	1	1
65	в свои права	1	1
66	же все время	1	1
67	это не есть	1	1
68	потому что она	3	1
69	которые могли бы	1	1
70	свету я не	1	1
71	хотя бы в	1	1
72	он доходит до	1	1
73	потому что он	2	1
