N	4gram	Potebnia_M_3	Myshleni
1	заключается в том что	1	13
2	один и тот же	1	7
3	одно и то же	5	6
4	одной и той же	2	4
5	в собственном смысле этого	1	4
6	собственном смысле этого слова	1	4
7	одним и тем же	3	3
8	и тем же словом	2	3
9	и то же слово	2	3
10	с одной стороны и	1	2
11	но вместе с тем	1	2
12	к одной и той	1	2
13	на каждом шагу в	1	2
14	только в том что	2	2
15	одна и та же	1	1
16	не подлежит сомнению и	1	1
17	как мы видели выше	1	1
18	в том что это	1	1
19	как в приведенном выше	1	1
20	средство понимать самого себя	2	1
21	в том смысле что	1	1
22	между тем и другим	1	1
23	есть средство понимать самого	1	1
24	не говоря уже о	1	1
25	не заключает в себе	2	1
26	язык есть средство понимать	1	1
27	подобно тому как слово	1	1
28	в том что он	2	1
29	с другой стороны нет	1	1
30	свойство именно то что	1	1
31	связь между звуком и	1	1
32	в то время как	1	1
33	но и то что	1	1
34	в приведенном выше примере	1	1
