N	4gram	Tiupa_Lite_3	Analitik
1	в то же время	7	6
2	не что иное как	1	4
3	состоит в том что	1	3
4	в той или иной	1	3
5	бы то ни было	2	3
6	найдя другого в себе	1	2
7	в начале х годов	3	2
8	найти себя в другом	1	2
9	в другом найдя другого	1	2
10	и к тому же	1	2
11	как совокупность факторов художественного	1	2
12	себя в другом найдя	1	2
13	другом найдя другого в	1	2
14	совокупность факторов художественного впечатления	1	2
15	учитывает третьего слушателя который	1	1
16	оказывает существеннейшее влияние на	1	1
17	требуется лишь от воспринимающего	1	1
18	во взаимоотражении во взаимоприятии	1	1
19	границей к которой устремляются	1	1
20	выражение и продукт социального	1	1
21	в том числе и	2	1
22	не могу обойтись без	1	1
23	другого я должен найти	1	1
24	не требуется чтобы он	1	1
25	и оказывает существеннейшее влияние	1	1
26	всегда наличествует и ждет	1	1
27	без другого не могу	1	1
28	себе во взаимоотражении во	1	1
29	той виртуальной границей к	1	1
30	требуется чтобы он заранее	1	1
31	все время учитывает третьего	1	1
32	в своей нобелевской лекции	1	1
33	чтобы он заранее создавал	1	1
34	третьего слушателя который и	1	1
35	отношение к предмету требуется	1	1
36	стать самим собою без	1	1
37	обойтись без другого не	1	1
38	время учитывает третьего слушателя	1	1
39	ком или о чем	1	1
40	только в присутствии эстетического	1	1
41	с этой точки зрения	1	1
42	искусства такое отношение к	1	1
43	цельность как бы личность	1	1
44	коммуникативного события социокультурного взаимодействия	1	1
45	известную цельность как бы	1	1
46	о чем говорят героя	1	1
47	должен найти себя в	1	1
48	ждет только момента когда	1	1
49	другого не могу стать	1	1
50	такое отношение к предмету	1	1
51	продукт социального взаимодействия трех	1	1
52	духовно уже сущего вечного	1	1
53	к предмету требуется лишь	1	1
54	всякий раз качественно новое	1	1
55	слушателя который и оказывает	1	1
56	читателя и того о	1	1
57	лишь от воспринимающего субъекта	1	1
58	к физическому воплощению духовно	1	1
59	интенциональные намерения творческих актов	1	1
60	прежде чем обратиться к	1	1
61	иосиф бродский в своей	1	1
62	социального взаимодействия трех говорящего	1	1
63	и продукт социального взаимодействия	1	1
64	искусства всегда наличествует и	1	1
65	наличествует и ждет только	1	1
66	в себе во взаимоотражении	1	1
67	собою без другого я	1	1
68	существеннейшее влияние на все	1	1
69	или о чем говорят	1	1
70	как и следовало ожидать	1	1
71	действительно произнесенное или осмысленно	1	1
72	воплощению духовно уже сущего	1	1
73	в полном соответствии с	2	1
74	виртуальной границей к которой	1	1
75	свое незаместимое место в	1	1
76	и ждет только момента	1	1
77	раз качественно новое эстетическое	1	1
78	и вместе с тем	1	1
79	когда созреет воспринимающее сознание	1	1
80	другого в себе во	1	1
81	к которой устремляются интенциональные	1	1
82	я должен найти себя	1	1
83	самим собою без другого	1	1
84	без другого я должен	1	1
85	качественно новое эстетическое решение	1	1
86	влияние на все моменты	1	1
87	взаимодействия трех говорящего автора	1	1
88	которой устремляются интенциональные намерения	1	1
89	который и оказывает существеннейшее	1	1
90	произведение искусства всегда наличествует	1	1
91	бродский в своей нобелевской	1	1
92	момента когда созреет воспринимающее	1	1
93	не могу стать самим	1	1
94	бежит повторения и подсказывает	1	1
95	физическому воплощению духовно уже	1	1
96	устремляются интенциональные намерения творческих	1	1
97	того о ком или	1	1
98	цикла к тому же	1	1
99	есть выражение и продукт	1	1
100	объекта и адресата эстетического	1	1
101	слово есть выражение и	1	1
102	предмету требуется лишь от	1	1
103	о ком или о	1	1
104	коммуникативного события особого рода	1	1
105	не говоря уже о	3	1
106	только момента когда созреет	1	1
107	произнесенное или осмысленно написанное	1	1
108	и того о ком	1	1
109	могу стать самим собою	1	1
110	определяется не индивидуальностью художника	1	1
111	субъекта объекта и адресата	1	1
112	я не могу обойтись	1	1
113	всегда бежит повторения и	1	1
114	на все моменты произведения	1	1
115	могу обойтись без другого	1	1
