N	3gram	Bakhtin_Fr_4	Psycholo
1	в том что	1	17
2	для того чтобы	3	13
3	с точки зрения	2	10
4	не может быть	1	8
5	то же самое	1	6
6	до сих пор	1	5
7	на самом деле	1	5
8	в этом отношении	1	5
9	о том что	2	4
10	в том случае	1	4
11	том случае если	1	4
12	в данном случае	1	4
13	в конце концов	4	3
14	таким образом и	3	3
15	что и в	1	3
16	в то время	2	3
17	каждая эпоха имеет	1	3
18	в конечном счете	1	3
19	том же самом	1	2
20	подобно тому как	3	2
21	начала и до	3	2
22	с другой стороны	3	2
23	том что у	1	2
24	же самое что	1	2
25	и то что	1	2
26	таким образом в	3	2
27	в то же	8	2
28	в первый раз	1	2
29	то же время	8	2
30	и не может	1	2
31	мы видим что	1	2
32	те же самые	1	2
33	то время как	1	2
34	в свою очередь	1	2
35	таким образом все	2	2
36	на том же	1	2
37	в узком смысле	2	1
38	с одной стороны	2	1
39	и тот же	2	1
40	с самого начала	3	1
41	нужно сказать что	2	1
42	узком смысле слова	1	1
43	до наших дней	2	1
44	только один смысл	1	1
45	а с другой	1	1
46	в основе этого	1	1
47	один и тот	2	1
48	в своей поэтике	1	1
49	один из самых	1	1
50	оказывается вовсе не	1	1
51	в отличие от	1	1
52	и до наших	1	1
53	и каким образом	1	1
54	именно в этой	1	1
55	и того же	1	1
56	и в других	2	1
57	можно сказать что	1	1
58	и то же	1	1
59	за то что	1	1
60	в свете этих	1	1
61	само собой разумеется	1	1
62	тайны и загадки	1	1
63	их с точки	1	1
64	уже и в	1	1
65	как нечто совершенно	1	1
66	более или менее	3	1
67	одного и того	1	1
68	с того что	1	1
69	в связи с	1	1
70	дело в ней	1	1
71	и сам начинает	1	1
72	и все его	1	1
73	и целый ряд	1	1
74	у того же	1	1
75	при этом он	1	1
76	все же не	1	1
77	и что на	1	1
78	но и в	3	1
79	в особенности же	1	1
80	так как она	1	1
81	того мнения что	1	1
82	в ней и	1	1
83	того что они	1	1
84	два раза в	2	1
85	одно и то	1	1
