N	4gram	Vygotskiy__1	StatiiOP
1	дело в том что	1	4
2	в то же время	1	4
3	в том числе и	1	2
4	заключается в том что	4	2
5	когда речь идет о	1	2
6	в том что в	1	2
7	потому что он не	1	1
8	о том что в	1	1
9	в том что этот	1	1
10	даже по отношению к	1	1
11	и та и другая	1	1
12	не могу себе представить	1	1
13	с точки зрения той	1	1
14	собой разумеется что в	1	1
15	я не могу себе	1	1
16	и мн др но	1	1
17	того чтобы убедиться в	1	1
18	и в этом отношении	1	1
19	что с точки зрения	1	1
20	само собой разумеется что	1	1
21	в том что он	1	1
22	ответа на вопрос о	1	1
23	говорить о том что	1	1
24	для того чтобы убедиться	1	1
25	так же как и	4	1
26	ответ на этот вопрос	2	1
27	то же время не	1	1
28	и в то же	1	1
29	сомнений в том что	1	1
30	в то время как	4	1
