N	3gram	Bakhtin_Fr_8	Myslijsy
1	в том что	6	16
2	в то же	10	5
3	не в том	1	5
4	по отношению к	1	5
5	то же время	10	5
6	вместе с тем	1	4
7	с другой стороны	2	4
8	но и в	1	4
9	в то время	2	4
10	с одной стороны	2	3
11	до сих пор	8	3
12	более или менее	2	3
13	для того чтобы	2	3
14	не может быть	2	3
15	мы не можем	1	2
16	так и в	1	2
17	как и в	4	2
18	можно сказать что	2	2
19	не только не	2	2
20	том что оно	1	2
21	подобно тому как	1	2
22	и в самом	1	2
23	в этом отношении	1	2
24	как бы ни	1	2
25	и в слове	1	2
26	в чем же	1	1
27	заключается в том	1	1
28	о том что	2	1
29	таким образом что	1	1
30	в таких случаях	1	1
31	что даже в	1	1
32	темных людей и	1	1
33	то время когда	1	1
34	друг с другом	1	1
35	том что это	1	1
36	что они представляются	1	1
37	и там где	1	1
38	что все эти	1	1
39	бы оно ни	1	1
40	мы уже сказали	1	1
41	потому что в	1	1
42	таким образом и	3	1
43	потому что они	1	1
44	к тому же	1	1
45	на самом деле	1	1
46	не подлежит сомнению	3	1
47	ни с одним	2	1
48	если бы в	1	1
49	время в его	1	1
50	то же самое	1	1
51	и в других	1	1
52	таким образом в	1	1
53	если бы мы	1	1
54	сих пор еще	4	1
55	и то что	1	1
56	языка и в	1	1
57	в ту пору	1	1
58	как мы уже	2	1
59	не было ни	1	1
60	можно себе представить	1	1
61	с такою же	1	1
62	одним словом не	1	1
63	одной стороны и	1	1
64	может и не	1	1
65	только то что	1	1
66	еще один пример	1	1
67	в нераздельное единство	2	1
68	то есть такой	1	1
69	в самом деле	1	1
70	нужно для того	1	1
71	он был бы	1	1
72	как мы видели	2	1
73	и вообще в	1	1
74	в данном случае	2	1
75	потому что эти	1	1
76	у него в	1	1
77	после того как	1	1
78	не могут иметь	1	1
79	том что она	1	1
80	в свое время	1	1
81	бы ни был	1	1
