N	3gram	Tiupa_Narr_1	KulturaY
1	и т д	1	14
2	в том что	5	10
3	с точки зрения	1	8
4	для того чтобы	3	8
5	в самом деле	2	7
6	с другой стороны	1	7
7	по крайней мере	1	6
8	только потому что	1	6
9	само по себе	1	5
10	тем не менее	3	5
11	во всяком случае	2	5
12	не может быть	4	4
13	в зависимости от	2	4
14	не только в	6	4
15	большей или меньшей	1	3
16	в то же	4	3
17	точно так же	1	3
18	в этом отношении	3	3
19	в связи с	2	3
20	то же время	4	3
21	точки зрения в	1	3
22	в большей или	1	3
23	на самом деле	1	2
24	в том случае	1	2
25	и потому что	1	2
26	можно сказать что	2	2
27	том случае если	1	2
28	на то что	2	2
29	в отличие от	2	2
30	и в самом	1	2
31	в конечном счете	1	2
32	но все же	1	2
33	в соответствии с	4	2
34	в свою очередь	2	2
35	о том что	2	1
36	на протяжении этого	2	1
37	связи с этим	1	1
38	зависит не только	1	1
39	сам по себе	1	1
40	в другом отношении	1	1
41	в качестве одного	1	1
42	какой бы то	1	1
43	бы то ни	1	1
44	обращается к нему	1	1
45	с одной стороны	1	1
46	всю свою жизнь	1	1
47	в самом тексте	1	1
48	но и здесь	1	1
49	что иное как	1	1
50	как и в	1	1
51	всего тем что	1	1
52	ли в самом	1	1
53	может быть и	1	1
54	до сих пор	2	1
55	то ни было	1	1
56	к тому же	5	1
57	прежде всего тем	1	1
58	в этом последнем	1	1
59	тем или иным	2	1
60	к тому что	1	1
61	об этом в	1	1
62	для обозначения различного	1	1
63	что вся эта	1	1
64	например с помощью	1	1
65	и не только	1	1
66	он уже не	1	1
67	лишь в том	1	1
68	обозначения различного рода	1	1
69	состоит в том	2	1
70	языком в качестве	1	1
71	и то что	1	1
72	мы не знаем	1	1
73	сих пор еще	1	1
74	что к этому	1	1
75	речь идет о	3	1
76	вследствие того что	1	1
77	в значительной степени	1	1
78	едва ли не	1	1
79	может быть не	2	1
80	то что даже	1	1
81	в первый раз	1	1
82	только то что	1	1
83	не могла бы	1	1
84	ровным счетом ничего	1	1
85	в известном смысле	2	1
86	как мы видели	1	1
87	качестве одного из	1	1
88	которой и составляет	1	1
89	то что мы	1	1
90	но для того	1	1
91	у нас нет	1	1
92	сами по себе	2	1
93	дело в том	2	1
94	в соответствии со	1	1
95	не только от	2	1
96	именно это и	1	1
97	в данном случае	8	1
98	не то что	1	1
