N	3gram	Propp_Isto_6	VLabPisa
1	и т д	8	15
2	с другой стороны	8	8
3	не может быть	3	8
4	по отношению к	2	7
5	более или менее	1	6
6	в зависимости от	1	5
7	можно сказать что	1	4
8	в том что	5	4
9	и др в	1	3
10	о том что	4	3
11	о том как	3	3
12	мы видели что	3	3
13	вместе с тем	3	3
14	подобно тому как	1	2
15	с одной стороны	7	2
16	в том числе	1	2
17	в другом месте	1	2
18	что все эти	1	2
19	от того что	1	2
20	до сих пор	4	2
21	в частности в	1	2
22	и не может	1	2
23	этой точки зрения	1	2
24	можно было бы	2	2
25	таким образом в	1	2
26	одной стороны и	1	2
27	для того чтобы	1	2
28	на эти вопросы	1	2
29	только то что	2	2
30	том числе и	1	2
31	во всяком случае	2	2
32	один из видов	1	1
33	том смысле что	1	1
34	в таком случае	1	1
35	так или иначе	1	1
36	представлений в которых	1	1
37	кроме того что	1	1
38	или как говорит	1	1
39	т е в	2	1
40	эти примеры показывают	1	1
41	и вместе с	1	1
42	материалы показывают что	2	1
43	есть одно и	1	1
44	таким образом и	2	1
45	которые не имели	1	1
46	если он не	1	1
47	того или другого	1	1
48	как один из	1	1
49	убедительно показывают что	1	1
50	между этими двумя	1	1
51	и то же	1	1
52	в то время	3	1
53	в прямом смысле	1	1
54	другой стороны он	2	1
55	но вместе с	1	1
56	все эти примеры	1	1
57	в том смысле	1	1
58	следует отметить что	1	1
59	лицом к лицу	1	1
60	мы только что	1	1
61	т д но	1	1
62	не значит что	1	1
63	не только в	4	1
64	то или иное	1	1
65	сих пор не	1	1
66	чтобы ответить на	1	1
67	после того как	2	1
68	со всех сторон	1	1
69	же как и	1	1
70	по аналогии с	1	1
71	т е тех	1	1
72	все же не	1	1
73	у него в	1	1
74	но и в	2	1
75	ответить на эти	1	1
76	всегда связаны с	1	1
77	то время как	3	1
78	так же как	1	1
79	на этот вопрос	1	1
80	состоял в том	1	1
81	приводит в движение	1	1
82	в данном случае	3	1
83	еще не означает	1	1
84	это то что	1	1
85	с этой точки	1	1
86	одно и то	1	1
