N	4gram	Voloshinov_1	Problemy
1	в то же время	3	9
2	но в то же	2	5
3	в том что он	1	4
4	в разрезе данного мгновения	1	2
5	это не значит конечно	1	2
6	не значит конечно что	1	2
7	в его целом это	1	1
8	лишь с точки зрения	2	1
9	конце концов так же	1	1
10	иначе и быть не	1	1
11	в конце концов так	1	1
12	это и есть та	1	1
13	с другой стороны и	1	1
14	в неразрывной связи с	1	1
15	так же как и	2	1
16	которой можно найти только	1	1
17	в большей или меньшей	1	1
18	с точки зрения ее	1	1
19	бы то ни было	8	1
20	именно в том что	1	1
21	какой бы то ни	1	1
