N	4gram	Bakhtin_Fr_5	formyVre
1	в то же время	9	4
2	как мы уже сказали	1	3
3	в том числе и	2	2
4	и в то же	1	2
5	в средние века и	1	2
6	одна и та же	1	2
7	в связи с этим	3	2
8	в эпизоде воспитания гаргантюа	1	1
9	до сих пор еще	2	1
10	в той или иной	1	1
11	той или иной форме	1	1
12	мы еще вернемся к	1	1
13	может быть и речи	1	1
14	бы он ни был	1	1
15	в эпизоде с великаном	1	1
16	к самой природе его	1	1
17	таких высоких материях и	1	1
18	шута и дурака от	1	1
19	что от его стихов	1	1
20	мы уже говорили что	1	1
21	что в основе их	1	1
22	о таких высоких материях	1	1
23	принадлежит к самой природе	1	1
24	не может быть и	1	1
25	одного и того же	1	1
26	тела и телесной жизни	1	1
27	без него не обходится	1	1
28	в этом выражении за	1	1
29	переплетаются друг с другом	1	1
30	кн i гл xxiii	1	1
31	только во время еды	1	1
32	но в то же	5	1
33	средние века и в	1	1
34	как и во всех	2	1
35	для того чтобы не	1	1
36	особенно важное значение имеет	1	1
