N	4gram	Vinokur_Ku_1	Myshleni
1	заключается в том что	2	4
2	с этой точки зрения	1	4
3	одно и то же	1	3
4	состоит в том что	3	3
5	в том что она	1	2
6	и вместе с тем	1	2
7	той мере в какой	5	2
8	точно так же как	1	2
9	лишь в той мере	1	2
10	ни в какой мере	1	2
11	в той мере в	5	2
12	в том что он	3	2
13	после того как мы	1	1
14	с точки зрения законов	1	1
15	именно в силу того	1	1
16	в силу того что	2	1
17	с точки зрения грамматической	1	1
18	не что иное как	1	1
19	что с точки зрения	1	1
20	в одно и то	1	1
21	он несет на себе	1	1
22	только о том что	1	1
23	для того чтобы в	1	1
24	и то же слово	1	1
