N	4gram	Bakhtin_Pr_2	Analitik
1	в то же время	3	3
2	одного и того же	1	3
3	одной и той же	1	2
4	дело в том что	1	2
5	по крайней мере не	1	1
6	но в таком случае	1	1
7	точке выхода его за	1	1
8	самим собою в точке	1	1
9	несовпадения человека с самим	1	1
10	совершается как бы в	1	1
11	в точке выхода его	1	1
12	бы в точке этого	1	1
13	как бы в точке	1	1
14	с самим собою в	1	1
15	но с другой стороны	1	1
16	человека с самим собою	1	1
17	личности совершается как бы	1	1
18	в той или иной	2	1
19	в точке этого несовпадения	1	1
20	подлинная жизнь личности совершается	1	1
21	в том что мы	1	1
22	позицию по отношению к	1	1
23	собою в точке выхода	1	1
24	выхода его за пределы	1	1
25	жизнь личности совершается как	1	1
26	точке этого несовпадения человека	1	1
27	этого несовпадения человека с	1	1
