N	3gram	Tiupa_Disk_1	Vladivir
1	в том что	13	10
2	тем не менее	1	9
3	о том что	5	8
4	там же с	1	6
5	вместе с тем	1	6
6	с точки зрения	1	6
7	не может быть	3	6
8	к тому же	4	5
9	дело в том	1	5
10	более или менее	2	5
11	что же касается	2	5
12	как раз и	1	5
13	содержит в себе	1	4
14	с одной стороны	9	3
15	в этом смысле	1	3
16	том что в	2	3
17	в то же	3	3
18	в том случае	1	3
19	хотя бы и	1	3
20	как мы видели	1	3
21	только в том	2	3
22	в отличие от	4	3
23	во всяком случае	1	3
24	в таком случае	1	2
25	сам по себе	1	2
26	и потому что	1	2
27	еще и в	1	2
28	и в то	1	2
29	и в том	1	2
30	с другой стороны	3	2
31	свидетельствует о том	1	2
32	а с другой	3	2
33	том случае если	1	2
34	на то что	1	2
35	в этом отношении	1	2
36	одной стороны и	2	2
37	в связи с	1	2
38	то же время	4	2
39	также и в	1	2
40	а не только	2	2
41	в данном случае	2	2
42	в этом же	1	1
43	заключается в том	1	1
44	это и есть	1	1
45	все того же	1	1
46	и далеко не	1	1
47	с самого начала	1	1
48	в том числе	2	1
49	только в составе	1	1
50	возможна только в	1	1
51	хотя бы на	1	1
52	кто из вас	1	1
53	в новое время	1	1
54	перед нами не	1	1
55	и должны быть	1	1
56	в строгом смысле	1	1
57	сказать и о	2	1
58	а потому и	1	1
59	несмотря на все	1	1
60	в первую очередь	1	1
61	есть она сама	1	1
62	том что вся	1	1
63	потому что в	1	1
64	в противном случае	1	1
65	и не могло	1	1
66	значении этого слова	1	1
67	в этом последнем	1	1
68	может и не	1	1
69	в этом случае	1	1
70	то же самое	2	1
71	и не только	2	1
72	котором он говорит	1	1
73	и то же	1	1
74	в котором он	1	1
75	необходимо отметить что	1	1
76	не только в	2	1
77	не могло быть	1	1
78	в основе своей	2	1
79	далеко не всегда	1	1
80	также и все	1	1
81	не дошли до	1	1
82	внимание на то	1	1
83	только то что	1	1
84	как будто бы	1	1
85	существенная роль в	1	1
86	не может существовать	1	1
87	в известном смысле	1	1
88	в том и	1	1
89	не говоря уже	2	1
90	именно в этой	1	1
91	то что оба	1	1
92	в этом рассуждении	1	1
93	только при наличии	1	1
94	той или иной	3	1
95	том что он	1	1
96	в себе не	1	1
97	о том как	1	1
98	в данном отношении	1	1
99	одно и то	1	1
100	до сих пор	1	1
