N	3gram	Propp_Isto_3	slovoVRo
1	не может быть	1	15
2	в этом случае	5	6
3	с одной стороны	2	5
4	в большинстве случаев	1	5
5	в том что	5	4
6	по отношению к	2	4
7	но все же	2	4
8	с точки зрения	1	3
9	во всяком случае	2	2
10	может быть и	1	2
11	до сих пор	5	2
12	и т д	15	2
13	языка не может	1	2
14	не только в	1	2
15	сих пор не	1	2
16	в связи с	3	2
17	но прежде всего	1	2
18	в свою очередь	1	2
19	там где уже	1	1
20	в чем же	1	1
21	с самого начала	1	1
22	о том что	2	1
23	и даже не	1	1
24	том что в	2	1
25	в том числе	1	1
26	мы уже говорили	1	1
27	как и в	2	1
28	но она может	1	1
29	не только не	2	1
30	и в различных	1	1
31	хотя и не	1	1
32	с другой стороны	7	1
33	те моменты которые	1	1
34	время от времени	1	1
35	этих случаях обычно	1	1
36	чем перейти к	2	1
37	утверждать что в	1	1
38	мы видели что	3	1
39	здесь не только	1	1
40	она не может	1	1
41	иначе обстоит дело	1	1
42	можно утверждать что	2	1
43	как мы видели	5	1
44	а не с	1	1
45	но в этом	1	1
46	уже не в	1	1
47	на то что	1	1
48	прежде всего он	1	1
49	не с одним	1	1
50	сами по себе	1	1
51	несколько иначе обстоит	1	1
52	в нем происходит	1	1
53	в этих случаях	7	1
54	в них и	1	1
55	но и в	1	1
56	также и в	1	1
57	совершается не в	1	1
58	в соединении с	1	1
59	тем не менее	5	1
60	связи с изучением	2	1
