N	3gram	Voloshinov_1	Mirosoze
1	не может быть	13	8
2	там и здесь	1	6
3	и там и	1	6
4	есть прежде всего	1	5
5	для того чтобы	3	4
6	это и есть	2	3
7	так же как	2	3
8	к тому что	1	3
9	же как и	2	3
10	от того что	2	3
11	для этого необходимо	1	3
12	в высшей степени	3	3
13	до сих пор	8	3
14	подобно тому как	1	2
15	одной и той	2	2
16	и те же	5	2
17	может быть и	3	2
18	у нас не	1	2
19	по отношению к	2	2
20	в том что	3	2
21	и той же	2	2
22	и для него	1	2
23	в нем нет	2	2
24	как и во	1	2
25	друг для друга	1	2
26	в отношении к	4	2
27	и та же	1	2
28	одна и та	1	2
29	а не в	1	2
30	природной и социальной	1	1
31	и должно быть	1	1
32	личности он –	1	1
33	лежит в основе	1	1
34	и не было	1	1
35	никогда не будет	1	1
36	а не только	1	1
37	а следовательно и	1	1
38	всего может быть	1	1
39	друг друга не	1	1
40	в конце концов	3	1
41	одни и те	5	1
42	к одному знаменателю	2	1
43	того чтобы сделать	1	1
44	xix века и	1	1
45	на почве этого	1	1
46	и других представителей	1	1
47	по природе своей	1	1
48	по ту сторону	1	1
49	сих пор не	1	1
50	сама по себе	2	1
51	на самом деле	1	1
52	и отличается от	1	1
53	и в нем	1	1
54	но и это	1	1
55	в значительной степени	1	1
56	это – чисто	1	1
57	и он сам	1	1
58	в этом отношении	3	1
59	той или иной	1	1
60	организма но и	1	1
61	смысле этого слова	2	1
62	– принадлежит к	1	1
63	в себе и	1	1
64	но и в	1	1
65	в этом направлении	1	1
66	как и все	2	1
67	жизни в этом	2	1
68	том что он	1	1
69	по преимуществу во	1	1
70	большое место в	1	1
71	с точки зрения	20	1
72	точки зрения так	1	1
73	во втором случае	1	1
74	прежде всего как	1	1
75	а между тем	1	1
